黄精叶钩吻,治跌打损伤   Disease:跌打损伤 
鹅掌草,浙江天目山药用植物志   Disease:浙江天目山药 Disease:植物 
痄腮树,治腮腺炎   Disease:腮腺炎 
痄腮树,治皮炎   Disease:皮炎 
鹅掌柴,治疗流感   Disease:流感 
鹅掌柴,跌打损伤等症   Disease:跌打损伤 
白簕,治感冒   Disease:感冒 
白簕,咳嗽   Disease:咳嗽 
白簕,风湿   Disease:风湿 
白簕,坐骨神经痛等症   Disease:坐骨神经痛 
爪哇唐松草,治关节炎   Disease:关节炎 
爪哇唐松草,治跌打等症   Disease:跌打 
美丽唐松草,治炭疽病等症   Disease:炭疽病 
大籽蒿,治疗太阳紫外线辐射引起的灼伤   Disease:疗太阳紫外线辐射引起 Disease:灼伤 
鳄嘴花,治跌打   Disease:跌打 
鳄嘴花,贫血   Disease:贫血 
鳄嘴花,黄疽   Disease:黄疽 
鳄嘴花,风湿等   Disease:风湿 
重齿当归,治风寒湿痹   Disease:风寒湿痹 
重齿当归,腰膝酸痛   Disease:腰膝酸痛 
重齿当归,头痛   Disease:头痛 
重齿当归,齿痛   Disease:齿痛 
重齿当归,痈疡   Disease:痈疡 
重齿当归,漫肿等症   Disease:漫肿 
酒饼簕,治支气管炎   Disease:支气管炎 
酒饼簕,风寒咳嗽   Disease:风寒咳嗽 
酒饼簕,感冒发热   Disease:感冒发热 
酒饼簕,风湿关节炎   Disease:风湿关节炎 
酒饼簕,慢性胃炎   Disease:慢性胃炎 
酒饼簕,胃溃疡及跌打肿痛等   Disease:胃溃疡 Disease:跌打肿痛 
白花丹,治疗风湿跌打   Disease:疗风湿跌打 
白花丹,筋骨疼痛   Disease:筋骨疼痛 
白花丹,癣疥恶疮和蛇咬伤   Disease:癣疥恶疮 Disease:蛇咬伤 
白花丹,并用以灭孑孓   Disease:孑孓 
白花丹,蝇蛆   Disease:蝇蛆 
耳叶马兜铃,治喉炎   Disease:喉炎 
牛皮消,治神经衰弱   Disease:神经衰弱 
牛皮消,胃及十二指肠溃疡   Disease:十二指肠溃疡 
牛皮消,肾炎   Disease:肾炎 
牛皮消,水肿等   Disease:水肿 
耳状人字果,治母猪疯   Disease:母猪疯 
忍冬,治小儿胎毒   Disease:小儿胎毒 
忍冬,疮疖   Disease:疮疖 
忍冬,发热口喝等症   Disease:发热口喝 
忍冬,治温热痧痘   Disease:温热痧痘 
忍冬,血痢等   Disease:血痢 
二裂委陵菜,治功能性子宫出血   Disease:功能性子宫出血 
二裂委陵菜,产后出血过多   Disease:产后出血过多 
赶山鞭,治跌打损伤或煎服作蛇药用   Disease:跌打损伤 Disease:蛇药 
红花绿绒蒿,治遗精   Disease:遗精 
红花绿绒蒿,白带   Disease:白带 
红花绿绒蒿,肝硬化   Disease:肝硬化 
木竹子,治各种炎症   Disease:各种炎症 
假朝天罐,治痢疾及淋病   Disease:痢疾 Disease:淋病 
阿尔泰银莲花,治癫癎   Disease:癫癎 
阿尔泰银莲花,神经衰弱   Disease:神经衰弱 
阿尔泰银莲花,风湿关节痛等症   Disease:风湿关节痛 
阿尔泰银莲花,陕西中草药   Disease:陕西中草药 
罂粟,治久咳   Disease:久咳 
罂粟,久泻   Disease:久泻 
罂粟,久痢   Disease:久痢 
罂粟,脱肛   Disease:脱肛 
罂粟,心腹筋骨诸痛   Disease:心腹筋骨诸痛 
糖胶树,治疟疾和发汗   Disease:疟疾 Disease:发汗 
糖胶树,治头痛   Disease:头痛 
糖胶树,伤风   Disease:伤风 
糖胶树,痧气   Disease:痧气 
糖胶树,肺炎   Disease:肺炎 
糖胶树,百日咳   Disease:百日咳 
糖胶树,慢性支气管炎   Disease:慢性支气管炎 
糖胶树,治外伤止血   Disease:外伤止血 
糖胶树,接骨   Disease:接骨 
糖胶树,消肿   Disease:消肿 
糖胶树,疮节及配制杀虫剂等   Disease:疮节 Disease:配制 Disease:杀虫剂 
蜀葵,治吐血   Disease:吐血 
蜀葵,血崩等症   Disease:血崩 
茵芋,治风湿   Disease:风湿 
茵芋,治肾炎   Disease:肾炎 
茵芋,水肿   Disease:水肿 
篦子三尖杉,治疗白血病及淋巴肉瘤等有一定疗效   Disease:疗白血病 Disease:淋巴肉瘤 Disease:一定疗效 
链珠藤,治风火   Disease:风火 
链珠藤,齿痛   Disease:齿痛 
链珠藤,风湿性关节痛   Disease:风湿性关节痛 
链珠藤,胃痛和跌打损伤等   Disease:胃痛 Disease:跌打损伤 
阿米芹,治疗冠状动脉性疾病   Disease:疗冠状动脉性疾病 
阿米芹,如狭心症   Disease:如狭心症 
阿米芹,冠状血栓症等   Disease:冠状血栓症 
阿米芹,治尿泌系统疾患和通经   Disease:尿泌系统疾患 Disease:通经 
阴香,治恶毒大疮飞蛇疮等   Disease:恶毒大疮飞蛇疮 
全缘叶绿绒蒿,治胃中反酸   Disease:胃中反酸 
全缘叶绿绒蒿,治跌打骨折   Disease:跌打骨折 
黑虎耳草,治肺部疾病   Disease:肺部疾病 
紫金牛,治肺结核   Disease:肺结核 
紫金牛,咯血   Disease:咯血 
紫金牛,咳嗽   Disease:咳嗽 
紫金牛,慢性气管炎效果很好   Disease:慢性气管炎效 
紫金牛,治跌打风湿   Disease:跌打风湿 
紫金牛,黄胆肝炎   Disease:黄胆肝炎 
紫金牛,睾丸炎   Disease:睾丸炎 
紫金牛,白带   Disease:白带 
紫金牛,闭经   Disease:闭经 
紫金牛,尿路感染等症   Disease:尿路感染 
紫金牛,为我国民间常用的中草药   Disease:我国 Disease:间常 
紫金牛,也是常见的花卉   Disease:常见 
九节龙,治跌打损伤   Disease:跌打损伤 
九节龙,月经不调   Disease:月经不调 
九节龙,黄疸等   Disease:黄疸 
九节龙,治蛇咬伤   Disease:蛇咬伤 
矮地榆,治痛经等症   Disease:痛经 
地枫皮,治风湿性关节痛   Disease:风湿性关节痛 
地枫皮,腰肌劳损等症   Disease:腰肌劳损 
矮金莲花,治伤风   Disease:伤风 
矮金莲花,感冒   Disease:感冒 
矮金莲花,秦岭植物志   Disease:秦岭 Disease:植物 
独脚金,治小儿疳积良药   Disease:小儿疳积良药 
罗勒,治胃痛   Disease:胃痛 
罗勒,胃痉挛   Disease:胃痉挛 
罗勒,胃肠胀气   Disease:胃肠胀气 
罗勒,消化不良   Disease:消化不良 
罗勒,肠炎腹泻   Disease:肠炎腹泻 
罗勒,外感风寒   Disease:外感风寒 
罗勒,头痛   Disease:头痛 
罗勒,胸痛   Disease:胸痛 
罗勒,跌打损伤   Disease:跌打损伤 
罗勒,瘀肿   Disease:瘀肿 
罗勒,风湿性关节炎   Disease:风湿性关节炎 
罗勒,小儿发热   Disease:小儿发热 
罗勒,肾脏炎   Disease:肾脏炎 
罗勒,蛇咬伤   Disease:蛇咬伤 
罗勒,煎水洗湿疹及皮炎   Disease:煎水 Disease:湿疹 Disease:皮炎 
罗勒,治目翳   Disease:目翳 
罗勒,并试用于避孕   Disease:避孕 
齿叶矮冷水花,治蛇咬伤   Disease:蛇咬伤 
野拔子,治伤风感冒   Disease:伤风感冒 
野拔子,消化不良   Disease:消化不良 
野拔子,腹痛腹胀   Disease:腹痛腹胀 
野拔子,上吐下泻   Disease:上吐下泻 
野拔子,胃肠炎   Disease:胃肠炎 
野拔子,绞肠痧   Disease:绞肠痧 
野拔子,伤寒发热   Disease:伤寒发热 
野拔子,痢疾   Disease:痢疾 
野拔子,鼻衄   Disease:鼻衄 
野拔子,咳血   Disease:咳血 
野拔子,产后腹痛   Disease:产后腹痛 
野拔子,外伤出血   Disease:外伤出血 
野拔子,烂疮   Disease:烂疮 
野拔子,蛇咬伤等症   Disease:蛇咬伤 
算盘子,治痢疾   Disease:痢疾 
算盘子,腹泻   Disease:腹泻 
算盘子,感冒发热   Disease:感冒发热 
算盘子,咳嗽   Disease:咳嗽 
算盘子,食滞腹痛   Disease:食滞腹痛 
算盘子,湿热腰痛   Disease:湿热腰痛 
算盘子,跌打损伤   Disease:跌打损伤 
算盘子,氙气   Disease:氙气 
算盘子,果   
算盘子,等   
矮紫金牛,治头痛   Disease:头痛 
矮紫金牛,便血等症   Disease:便血 
艾叶火绒草,治扁桃腺炎   Disease:扁桃腺炎 
艾叶火绒草,咽炎极有效   Disease:咽炎极有效 
艾叶火绒草,名为   
艾叶火绒草,蛾药   Disease:蛾药 
艾叶火绒草,干时有香气   Disease:干时 Disease:香气 
安龙香科科,治小儿消化不良及腹胀病   Disease:小儿消化不良 Disease:腹胀病 
石榴,治慢性下痢及肠痔出血等症   Disease:慢性下痢 Disease:肠痔出血 
石榴,根皮可驱绦虫和蛔虫   Disease:驱绦虫 Disease:蛔虫 
九节,治扁挑体炎   Disease:扁挑体炎 
九节,白喉   Disease:白喉 
九节,疮疡肿毒   Disease:疮疡肿毒 
九节,风湿疼痛   Disease:风湿疼痛 
九节,跌打损伤   Disease:跌打损伤 
九节,感冒发热   Disease:感冒发热 
九节,咽喉肿痛   Disease:咽喉肿痛 
九节,胃痛   Disease:胃痛 
九节,痢疾   Disease:痢疾 
九节,痔疮等   Disease:痔疮 
凹脉马兜铃,治疗胃痛   Disease:疗胃痛 
凹脉马兜铃,风湿痛   Disease:风湿痛 
凹脉马兜铃,跌打肿痛   Disease:跌打肿痛 
凹脉马兜铃,肠炎及小儿麻痹后遗症等   Disease:肠炎 Disease:小儿麻痹后遗症 
凹叶景天,治跌打损伤   Disease:跌打损伤 
凹叶景天,热疖   Disease:热疖 
凹叶景天,疮毒等   Disease:疮毒 
吊裙草,治风湿麻痹   Disease:风湿麻痹 
吊裙草,关节肿痛等症   Disease:关节肿痛 
小叶棘豆,治黄疸   Disease:黄疸 
小叶棘豆,肝炎   Disease:肝炎 
小叶棘豆,治疗炭疽   Disease:炭疽 
小叶棘豆,便血   Disease:便血 
小叶棘豆,肠炎腹泻   Disease:肠炎腹泻 
小叶棘豆,创伤出血   Disease:创伤出血 
小叶棘豆,疮疖痈疽等   Disease:疮疖痈疽 
小叶棘豆,治疗马鞍伤   Disease:疗马鞍伤 
甘青报春,治神经痛   Disease:神经痛 
甘青报春,关节痛   Disease:关节痛 
甘青报春,高血压及烫伤   Disease:高血压 Disease:烫伤 
甘青报春,疮疖等   Disease:疮疖 
橄榄,治喉头炎   Disease:喉头炎 
橄榄,咳血   Disease:咳血 
橄榄,烦渴   Disease:烦渴 
橄榄,肠炎腹泻   Disease:肠炎腹泻 
橄榄,治鱼骨鲠喉有效   Disease:鱼骨鲠喉 
剑叶紫金牛,治鹅喉   Disease:鹅喉 
小升麻,治劳伤内损   Disease:劳伤内损 
小升麻,疖毒等症   Disease:疖毒 
小升麻,也可作土农药   Disease:农药 
小升麻,浙江天目山药用植物志   Disease:浙江天目山药 Disease:植物 
蝴蝶花,治疗小儿发烧   Disease:疗小儿发烧 
蝴蝶花,肺病咳血   Disease:肺病咳血 
蝴蝶花,喉痛   Disease:喉痛 
蝴蝶花,外伤瘀血等   Disease:外伤瘀血 
毛菍,治水泻便血   Disease:水泻 Disease:便血 
毛菍,妇女血崩   Disease:妇女血崩 
毛菍,止血止痛   Disease:止血止痛 
毛菍,治刀伤跌打   Disease:刀伤跌打 
毛菍,接骨   Disease:接骨 
毛菍,疮疖   Disease:疮疖 
毛菍,毛虫毒等   Disease:毛虫毒 
康定五加,治疗风湿性关节痛及跌打损伤等症   Disease:疗风湿性关节痛 Disease:跌打损伤 
南烛,治刀斧砍伤   Disease:刀斧砍伤 
木蝴蝶,治心气痛   Disease:心气痛 
木蝴蝶,肝气痛   Disease:肝气痛 
木蝴蝶,支气管炎及胃   Disease:支气管炎 
木蝴蝶,十二指肠溃疡   Disease:十二指肠溃疡 
活血丹,治膀胱结石或尿路结石有效   Disease:膀胱结石 Disease:尿路结石 
活血丹,外敷跌打损伤   Disease:跌打损伤 
活血丹,骨折   Disease:骨折 
活血丹,外伤出血   Disease:外伤出血 
活血丹,疮疖痈肿丹毒   Disease:疮疖痈肿丹毒 
活血丹,风癣   Disease:风癣 
活血丹,内服亦   
活血丹,治小儿惊癎   Disease:小儿惊癎 
活血丹,慢性肺炎   Disease:慢性肺炎 
绣球防风,治肝气郁结   Disease:肝气郁结 
绣球防风,风湿麻木疼痛   Disease:风湿麻木疼痛 
绣球防风,痢疾   Disease:痢疾 
绣球防风,小儿疳积   Disease:小儿疳积 
绣球防风,皮疹   Disease:皮疹 
绣球防风,脱肛及虐疾   Disease:脱肛 Disease:虐疾 
绣球防风,治感冒风寒   Disease:感冒风寒 
绣球防风,亦   
绣球防风,治疮疡肿毒   Disease:疮疡肿毒 
绣球防风,皮疹   Disease:皮疹 
绣球防风,小儿瘦疳攻眼   Disease:小儿瘦疳攻眼 
绣球防风,花眼青盲   Disease:眼青盲 
绣球防风,白翳遮睛   Disease:白翳遮睛 
绣球防风,梅毒   Disease:梅毒 
绣球防风,痈疽发背   Disease:痈疽发背 
绣球防风,无名肿毒   Disease:无名肿毒 
绣球防风,癣疥癞及骨折等   Disease:癣疥癞 Disease:骨折 
绣球防风,治杨梅结毒   Disease:杨梅结毒 
绣球防风,痈疽发背   Disease:痈疽发背 
绣球防风,无名肿毒   Disease:无名肿毒 
绣球防风,治小儿疳疾眼眦最效   Disease:小儿疳疾眼眦最效 
刻叶紫堇,治疮癣   Disease:疮癣 
刻叶紫堇,蛇蛟伤   Disease:蛇蛟伤 
博落回,治跌打损伤   Disease:跌打损伤 
博落回,关节炎   Disease:关节炎 
博落回,汗斑   Disease:汗斑 
博落回,恶疮   Disease:恶疮 
博落回,蜂螫伤及麻醉镇痛   Disease:蜂螫伤 Disease:麻醉 Disease:镇痛 
博落回,消肿   Disease:消肿 
博落回,治稻椿象   Disease:稻椿象 
博落回,稻苞虫   Disease:稻苞虫 
博落回,钉螺等   Disease:钉螺 
空桶参,治跌打损伤   Disease:跌打损伤 
空桶参,咽喉肿痛   Disease:咽喉肿痛 
蕹菜,治骨折   Disease:骨折 
蕹菜,腹水及无名肿毒   Disease:腹水 Disease:无名肿毒 
高乌头,治心悸   Disease:心悸 
高乌头,胃气痛   Disease:胃气痛 
高乌头,跌打损伤等症   Disease:跌打损伤 
高乌头,贵州草药   Disease:贵州 
古钩藤,治乳癌   Disease:乳癌 
古钩藤,治疮毒   Disease:疮毒 
少花龙葵,治喉痛   Disease:喉痛 
扣匹,治黄白尿症   Disease:黄白尿症 
半夏,治咳嗽痰多   Disease:咳嗽痰多 
半夏,恶心呕吐   Disease:恶心呕吐 
半夏,治急性乳腺炎   Disease:急性乳腺炎 
半夏,急慢性化浓性中耳炎   Disease:急慢性化浓性中耳炎 
半夏,治锁喉癀   Disease:锁喉癀 
江南山梗菜,治痈肿疮毒   Disease:痈肿疮毒 
江南山梗菜,胃寒痛   Disease:胃寒痛 
江南山梗菜,治毒蛇咬伤   Disease:毒蛇咬伤 
败酱,治慢性阑尾炎   Disease:慢性阑尾炎 
败酱,疗效极显   Disease:疗效极显 
南山藤,治胃热和胃痛   Disease:胃热 Disease:胃痛 
散瘀草,治慢性肝炎   Disease:慢性肝炎 
散瘀草,尿路感染   Disease:尿路感染 
散瘀草,口腔炎   Disease:口腔炎 
散瘀草,外敷疮疡肿毒   Disease:疮疡肿毒 
散瘀草,昭通地区用于骨折配方   Disease:昭通地区 Disease:骨折配方 
倒吊笔,治颈淋巴结   Disease:颈淋巴结 
倒吊笔,风湿性关节炎   Disease:风湿性关节炎 
金疮小草,治痈疽疔疮   Disease:痈疽疔疮 
金疮小草,火眼   Disease:火眼 
金疮小草,乳痈   Disease:乳痈 
金疮小草,鼻衄   Disease:鼻衄 
金疮小草,咽喉炎   Disease:咽喉炎 
金疮小草,肠胃炎   Disease:肠胃炎 
金疮小草,急性结膜炎   Disease:急性结膜炎 
金疮小草,烫伤   Disease:烫伤 
金疮小草,狗咬伤   Disease:狗咬伤 
金疮小草,毒蛇咬伤以及外伤出血等症   Disease:毒蛇咬伤 Disease:外伤出血 
石椒草,治腹胀痛   Disease:腹胀痛 
石椒草,寒冷胃气疼痛......   Disease:寒冷胃气疼痛...... 
苦苣苔,治毒蛇咬伤   Disease:毒蛇咬伤 
长叶冻绿,治顽癣或疥疮   Disease:顽癣 Disease:疥疮 
楝,治疥癣   Disease:疥癣 
楝,用苦子做成油膏可   Disease:苦子做 Disease:油膏 
菜豆树,治高热   Disease:高热 
菜豆树,跌打损伤   Disease:跌打损伤 
菜豆树,毒蛇咬伤   Disease:毒蛇咬伤 
菜豆树,治牛炭疽病   Disease:牛炭疽病 
变色马兜铃,治喉炎   Disease:喉炎 
变色马兜铃,肠炎   Disease:肠炎 
变色马兜铃,腹泻等   Disease:腹泻 
黄牛奶树,治感冒   Disease:感冒 
过江藤,治咳嗽   Disease:咳嗽 
过江藤,吐血   Disease:吐血 
过江藤,通淋   Disease:通淋 
过江藤,痢疾   Disease:痢疾 
过江藤,牙痛   Disease:牙痛 
过江藤,疖毒   Disease:疖毒 
过江藤,枕痛   Disease:枕痛 
过江藤,带状疮疹及跌打损伤等症   Disease:带状疮疹 Disease:跌打损伤 
苦绳,治外伤肿痛   Disease:外伤肿痛 
苦绳,痈疖   Disease:痈疖 
苦绳,骨折等   Disease:骨折 
地菍,治疮   
地菍,痈   
地菍,疽   
地菍,疖   
宽瓣金莲花,治疗眼疾   Disease:疗眼疾 
宽瓣金莲花,夜盲   Disease:夜盲 
宽瓣金莲花,黄疸病   Disease:黄疸病 
尖叶长柄山蚂蝗,治风湿骨痛   Disease:风湿骨痛 
尖叶长柄山蚂蝗,咳嗽吐血   Disease:咳嗽吐血 
四川长柄山蚂蝗,治疟疾等症   Disease:疟疾 
宽序崖豆藤,治疮毒   Disease:疮毒 
宽序崖豆藤,祛风湿   Disease:祛风湿 
宽序崖豆藤,治白带   Disease:白带 
宽序崖豆藤,便血   Disease:便血 
宽叶独行菜,治菌痢   Disease:菌痢 
宽叶独行菜,肠炎   Disease:肠炎 
青蛇藤,治腰痛   Disease:腰痛 
青蛇藤,风湿麻木   Disease:风湿麻木 
青蛇藤,跌打损伤及蛇咬伤等   Disease:跌打损伤 Disease:蛇咬伤 
宽叶金粟兰,治跌打损伤   Disease:跌打损伤 
宽叶金粟兰,痛经   Disease:痛经 
宽叶金粟兰,治癞痢头   Disease:癞痢头 
宽叶金粟兰,疗疮   Disease:疗疮 
宽叶金粟兰,毒蛇咬伤   Disease:毒蛇咬伤 
水苏,治百日咳   Disease:百日咳 
水苏,扁桃体炎   Disease:扁桃体炎 
水苏,咽喉炎   Disease:咽喉炎 
水苏,痢疾等症   Disease:痢疾 
水苏,根又   
东北红豆杉,治糖尿病   Disease:糖尿病 
萝芙木,治高血压   Disease:高血压 
萝芙木,高热症   Disease:高热症 
萝芙木,胆囊炎   Disease:胆囊炎 
萝芙木,急性黄疸型肝炎   Disease:急性黄疸型肝炎 
萝芙木,头痛   Disease:头痛 
萝芙木,失眠   Disease:失眠 
萝芙木,玄晕   Disease:玄晕 
萝芙木,癫癎   Disease:癫癎 
萝芙木,疟疾   Disease:疟疾 
萝芙木,蛇咬伤   Disease:蛇咬伤 
萝芙木,跌打损伤等病症   Disease:跌打损伤 
药用萝芙木,治伤寒   Disease:伤寒 
药用萝芙木,疟疾   Disease:疟疾 
药用萝芙木,感冒   Disease:感冒 
药用萝芙木,头痛   Disease:头痛 
药用萝芙木,胃痛   Disease:胃痛 
药用萝芙木,咳嗽   Disease:咳嗽 
药用萝芙木,肚痛   Disease:肚痛 
药用萝芙木,蛇伤等   Disease:蛇伤 
海南萝芙木,治高血压   Disease:高血压 
海南萝芙木,白带   Disease:白带 
海南萝芙木,淋浊   Disease:淋浊 
海南萝芙木,月经不调   Disease:月经不调 
海南萝芙木,疝气   Disease:疝气 
海南萝芙木,喉痛   Disease:喉痛 
海南萝芙木,治恶疮溃疡   Disease:恶疮溃疡 
黄草乌,治跌打损伤   Disease:跌打损伤 
黄草乌,风湿等症   Disease:风湿 
黄草乌,云南中草药   Disease:云南中 
深裂黄草乌,治风湿关节痛和毒疮   Disease:风湿关节痛 Disease:毒疮 
深裂黄草乌,贵州草药   Disease:贵州 
金铁锁,治跌打损伤   Disease:跌打损伤 
金铁锁,胃疼   Disease:胃疼 
血水草,治劳伤咳嗽   Disease:劳伤咳嗽 
血水草,跌打损伤   Disease:跌打损伤 
血水草,毒蛇咬伤   Disease:毒蛇咬伤 
血水草,便血   Disease:便血 
血水草,痢疾等症   Disease:痢疾 
剪红纱花,治跌打损伤   Disease:跌打损伤 
剪红纱花,热淋   Disease:热淋 
剪红纱花,小便不利   Disease:小便不利 
剪红纱花,感冒   Disease:感冒 
剪红纱花,风湿关节炎   Disease:风湿关节炎 
剪红纱花,腹泻等   Disease:腹泻 
风湿木,治风湿   Disease:风湿 
风湿木,接骨   Disease:接骨 
番杏,治肠炎   Disease:肠炎 
番杏,败血症   Disease:败血症 
番杏,疔疮红肿   Disease:疔疮红肿 
番杏,风热目赤   Disease:风热目赤 
落花生,治十六年   Disease:十六年 
落花生,的江苏《常熟县志》   Disease:《常 
落花生,随后有1504年   Disease:随后有15 Disease:4年 
落花生,明弘   Disease:明弘 
落花生,治至嘉靖年间   Disease:至嘉靖年 
落花生,由华侨将花生种子引进福建   Disease:侨将 Disease:子引 Disease:福建 
落花生,广东   Disease:广东 
落花生,然后逐渐引至他省   Disease:然后逐渐 Disease:至他省 
落花生,形成为我国的重要油料植物   Disease:形成 Disease:我国 Disease:油料植物 
南瓜,治牙痛   Disease:牙痛 
番荔枝,治急性赤痢   Disease:急性赤痢 
番荔枝,精神抑郁   Disease:精神抑郁 
番荔枝,脊髓骨病   Disease:脊髓骨病 
番荔枝,治恶疮肿痛   Disease:恶疮肿痛 
番荔枝,补脾   
假连翘,治疟疾和跌打胸痛   Disease:疟疾 Disease:跌打胸痛 
假连翘,叶   
翻白叶树,治疗风湿性关节炎的药材   Disease:疗风湿性关节炎 Disease:药材 
翻白叶树,可浸酒或煎汤服用   Disease:浸酒 
落葵,治痈毒及乳头破裂   Disease:痈毒 Disease:乳头破裂 
反枝苋,治腹泻   Disease:腹泻 
反枝苋,痢疾   Disease:痢疾 
反枝苋,痔疮肿痛出血等症   Disease:痔疮肿痛出血 
匙羹藤,治风湿痹痛   Disease:风湿痹痛 
匙羹藤,脉管炎   Disease:脉管炎 
匙羹藤,毒蛇咬伤   Disease:毒蛇咬伤 
匙羹藤,治痔疮   Disease:痔疮 
匙羹藤,消肿   Disease:消肿 
匙羹藤,枪弹创伤   Disease:枪弹创伤 
匙羹藤,也可杀虱   Disease:杀虱 
旋花,治白带   Disease:白带 
旋花,白浊   Disease:白浊 
旋花,疝气   Disease:疝气 
旋花,疖疮等   Disease:疖疮 
糯米团,治消化不良   Disease:消化不良 
糯米团,食积胃痛等症   Disease:食积胃痛 
糯米团,外用   
血见愁,治蛇伤   Disease:蛇伤 
血见愁,消肠风下血   Disease:消肠风下血 
悬铃叶苎麻,治外伤出血   Disease:外伤出血 
悬铃叶苎麻,跌打肿痛   Disease:跌打肿痛 
悬铃叶苎麻,风疹   Disease:风疹 
悬铃叶苎麻,荨麻疹等症   Disease:荨麻疹 
方叶五月茶,治小儿头痛   Disease:小儿头痛 
防风,治感冒   Disease:感冒 
防风,头痛   Disease:头痛 
防风,周身关节痛   Disease:周身关节痛 
防风,神经痛等症   Disease:神经痛 
黄水枝,治痈疖肿毒   Disease:痈疖肿毒 
黄水枝,跌打损伤及咳嗽气喘等   Disease:跌打损伤 Disease:咳嗽气喘 
杯叶西番莲,治跌打   Disease:跌打 
小果唐松草,治跌打损伤等症   Disease:跌打损伤 
飞蛾藤,治无名肿毒   Disease:无名肿毒 
飞蛾藤,劳伤疼痛   Disease:劳伤疼痛 
飞蛾藤,高烧   Disease:高烧 
萝藦,治劳伤   Disease:劳伤 
萝藦,虚弱   Disease:虚弱 
萝藦,腰腿疼痛   Disease:腰腿疼痛 
萝藦,缺奶   Disease:缺奶 
萝藦,白带   Disease:白带 
萝藦,咳嗽等   Disease:咳嗽 
萝藦,治跌打   Disease:跌打 
萝藦,蛇咬   Disease:蛇咬 
萝藦,疔疮   Disease:疔疮 
萝藦,瘰疬   Disease:瘰疬 
萝藦,阳萎   Disease:阳萎 
萝藦,治小儿疳积   Disease:小儿疳积 
萝藦,疔肿   Disease:疔肿 
萝藦,治   
萝藦,虚劳   Disease:虚劳 
萝藦,补益精气……   Disease:补益精气…… 
飞龙掌血,治感冒风寒   Disease:感冒风寒 
飞龙掌血,胃痛   Disease:胃痛 
飞龙掌血,肋间神经痛   Disease:间神经痛 
飞龙掌血,风湿骨痛   Disease:风湿骨痛 
飞龙掌血,跌打损伤   Disease:跌打损伤 
飞龙掌血,咯血等   Disease:咯血 
楤木,治胃炎   Disease:胃炎 
楤木,肾炎及风湿疼痛   Disease:肾炎 Disease:风湿疼痛 
楤木,亦可外敷刀伤   Disease:刀伤 
黑龙骨,治风湿性关节炎   Disease:风湿性关节炎 
黑龙骨,跌打损伤   Disease:跌打损伤 
黑龙骨,胃痛   Disease:胃痛 
黑龙骨,消化不良   Disease:消化不良 
黑龙骨,闭经   Disease:闭经 
黑龙骨,疟疾等   Disease:疟疾 
蝙蝠草,治肺结核   Disease:肺结核 
蝙蝠草,虫蛇咬伤   Disease:虫蛇咬伤 
飞扬草,治痢疾   Disease:痢疾 
飞扬草,肠炎   Disease:肠炎 
飞扬草,皮肤湿疹   Disease:皮肤湿疹 
飞扬草,皮炎   Disease:皮炎 
飞扬草,疖肿等   Disease:疖肿 
飞扬草,治癣类   Disease:癣类 
白叶藤,治蛇伤   Disease:蛇伤 
白叶藤,跌打刀伤   Disease:跌打刀伤 
白叶藤,疮疥   Disease:疮疥 
白叶藤,治肺结核咳血   Disease:肺结核咳血 
白叶藤,胃出血   Disease:胃出血 
瓜馥木,治跌打损伤和关节炎   Disease:跌打损伤 Disease:关节炎 
肥皂草,治气管炎   Disease:气管炎 
肥皂草,利尿作用   Disease:利尿 
肥皂荚,治疮癣   Disease:疮癣 
肥皂荚,肿毒等症   Disease:肿毒 
香茶菜,治闭经   Disease:闭经 
香茶菜,乳痈   Disease:乳痈 
香茶菜,跌打损伤   Disease:跌打损伤 
香茶菜,治劳伤   Disease:劳伤 
香茶菜,筋骨酸痛   Disease:筋骨酸痛 
香茶菜,疮毒   Disease:疮毒 
香茶菜,蔪蛇咬伤等症   Disease:蔪蛇咬伤 
香茶菜,为   
小鱼仙草,治感冒发热   Disease:感冒发热 
小鱼仙草,中暑头痛   Disease:中暑头痛 
小鱼仙草,恶心   Disease:恶心 
小鱼仙草,无汗   Disease:无汗 
小鱼仙草,热痱   Disease:热痱 
小鱼仙草,皮炎   Disease:皮炎 
小鱼仙草,湿疹   Disease:湿疹 
小鱼仙草,疮疥   Disease:疮疥 
小鱼仙草,痢疾   Disease:痢疾 
小鱼仙草,肺积水   Disease:肺积水 
小鱼仙草,肾炎水肿   Disease:肾炎水肿 
小鱼仙草,多发性疖肿   Disease:多发性疖肿 
小鱼仙草,外伤出血   Disease:外伤出血 
小鱼仙草,鼻衄   Disease:鼻衄 
小鱼仙草,痔瘘下血等症   Disease:痔瘘下血 
石荠苎,治感冒   Disease:感冒 
石荠苎,中暑发高烧   Disease:中暑发高烧 
石荠苎,痱子   Disease:痱子 
石荠苎,皮肤搔痒   Disease:皮肤搔痒 
石荠苎,疟疾   Disease:疟疾 
石荠苎,便秘   Disease:便秘 
石荠苎,内痔   Disease:内痔 
石荠苎,便血   Disease:便血 
石荠苎,疥疮   Disease:疥疮 
石荠苎,湿脚气   Disease:湿脚气 
石荠苎,外伤出血   Disease:外伤出血 
石荠苎,跌打损伤   Disease:跌打损伤 
石荠苎,治疮毒   Disease:疮毒 
分叉露兜,治某些炎症   Disease:某些炎症 
粉绿铁线莲,治慢性风湿关节炎   Disease:慢性风湿关节炎 
