HudongItem1,relation,HudongItem2
乾精菜,parent taxon,糙苏属
荨麻叶益母草,parent taxon,益母草属
荨麻叶玄参,parent taxon,玄参属
荨麻叶母草,parent taxon,母草属
荨麻叶马蓝,parent taxon,马蓝属
钱叶卷柏,parent taxon,卷柏
签草,parent taxon,薹草属
千针万线草,parent taxon,繁缕属
千针苋,parent taxon,千针苋属
千头艾纳香,parent taxon,艾纳香属
千山蒿,parent taxon,蒿属
荠苨,parent taxon,沙参属
起绒草,parent taxon,川续断属
起绒飘拂草,parent taxon,飘拂草属
麒麟叶属,parent taxon,天南星科
脐草,parent taxon,脐草属
畦畔莎草,parent taxon,莎草属
畦畔飘拂草,parent taxon,飘拂草属
歧序楼梯草,parent taxon,楼梯草属
歧穗大黄,parent taxon,大黄属
歧序苎麻,parent taxon,苎麻属
歧伞香茶菜,parent taxon,香茶菜属
歧伞花属,parent taxon,唇形科
歧伞獐牙菜,parent taxon,獐牙菜属
歧伞花,parent taxon,歧伞花属
歧裂水毛茛,parent taxon,水毛茛属
歧茎蒿,parent taxon,蒿属
奇羽鳞毛蕨,parent taxon,鳞毛蕨属
奇异南星,parent taxon,天南星属
歧序剪股颖,parent taxon,剪股颖属
奇异连翘,parent taxon,连翘属
齐云山蝇子草,parent taxon,蝇子草属
奇台沙拐枣,parent taxon,沙拐枣属
奇氏马先蒿,parent taxon,马先蒿属
齐头绒,parent taxon,齐头绒属
祁阳细辛,parent taxon,细辛属
齐头绒属,parent taxon,胡椒科
祁门黄芩,parent taxon,黄芩属
祁连山乌头,parent taxon,乌头属
祁连山附地菜,parent taxon,附地菜属
漆姑虎耳草,parent taxon,虎耳草属
桤木,parent taxon,桤木属
桤叶悬钩子,parent taxon,悬钩子属
七子花,parent taxon,七子花属
栖兰粗叶木,parent taxon,粗叶木属
桤叶蜡瓣花,parent taxon,蜡瓣花属
七子花属,parent taxon,忍冬科
桤叶树科,taxonomic type,珍珠菜
七叶树属,parent taxon,七叶树科
七叶树,parent taxon,七叶树属
七叶鬼灯檠,parent taxon,鬼灯檠属
墓头回,parent taxon,败酱属
牧根草属,parent taxon,桔梗科
牧根草,parent taxon,牧根草属
牧豆树,parent taxon,牧豆树属
睦南木莲,parent taxon,木莲属
牧地狼尾草,parent taxon,狼尾草属
穆坪马先蒿,parent taxon,马先蒿属
沐川玉山竹,parent taxon,玉山竹属
牧野薹草,parent taxon,薹草属
木紫珠,parent taxon,紫珠属
木香花,parent taxon,蔷薇属
木油桐,parent taxon,油桐属
木鱼坪淫羊藿,parent taxon,三枝九叶草
木犀榄,parent taxon,木犀榄属
木香薷,parent taxon,香薷属
木茼蒿,parent taxon,木茼蒿属
木通属,parent taxon,木通科
木薯属,parent taxon,大戟科
木薯胶,parent taxon,木薯属
木薯,parent taxon,木薯属
木羌叶暗罗,parent taxon,暗罗属
木犀科,taxonomic type,木犀榄属
木里鳞毛蕨,parent taxon,鳞毛蕨属
木里千里光,parent taxon,千里光属
木里厚棱芹,parent taxon,厚棱芹属
木里厚喙菊,parent taxon,厚喙菊属
木里茴芹,parent taxon,茴芹属
木里冠唇花,parent taxon,冠唇花属
木里凤仙花,parent taxon,凤仙花属
木里吊灯花,parent taxon,吊灯花属
木里短檐苣苔,parent taxon,短檐苣苔属
木里滇芎,parent taxon,滇芎属
木里翠雀花,parent taxon,翠雀属
木里垂头菊,parent taxon,垂头菊属
木里糙苏,parent taxon,糙苏属
木茎蛇根草,parent taxon,蛇根草属
木茎香草,parent taxon,珍珠菜属
木姜子属,parent taxon,樟科
木槿,parent taxon,木槿属
木姜子叶水锦树,parent taxon,水锦树属
木姜子,parent taxon,木姜子属
木蜡树,parent taxon,漆属
木姜叶青冈,parent taxon,栎属
木蜡树,basionym,野漆树
木姜润楠,parent taxon,润楠属
木姜楼梯草,parent taxon,楼梯草属
木姜冬青,parent taxon,冬青
木荚红豆,parent taxon,红豆属
木基栝楼,parent taxon,栝楼属
木兰,family name,花
木果海桐,parent taxon,海桐花属
木根香青,parent taxon,香青属
木瓜红,parent taxon,木瓜红属
木根麻花头,parent taxon,麻花头属
木芙蓉,parent taxon,木槿属
木防己属,parent taxon,防己科
木防己,parent taxon,木防己属
木柄杜根藤,parent taxon,杜根藤属
木地肤,parent taxon,雾冰藜属
木本苜蓿,parent taxon,苜蓿
木本补血草,parent taxon,补血草属
木本猪毛菜,parent taxon,猪毛菜属
母草,parent taxon,母草属
墨脱珍珠菜,parent taxon,珍珠菜属
墨西哥柏木,parent taxon,柏木属
墨脱蝇子草,parent taxon,蝇子草属
墨脱玉叶金花,parent taxon,玉叶金花属
墨脱悬钩子,parent taxon,悬钩子属
墨脱乌头,parent taxon,乌头属
母草叶龙胆,parent taxon,龙胆属
墨脱乌蔹莓,parent taxon,乌蔹莓属
墨脱铁线莲,parent taxon,铁线莲属
墨脱算盘子,parent taxon,算盘子属
墨脱四苞蓝,parent taxon,马蓝属
墨脱楼梯草,parent taxon,楼梯草属
墨脱冷水花,parent taxon,冷水花属
墨脱龙胆,parent taxon,龙胆属
墨脱花椒,parent taxon,花椒
墨脱虎耳草,parent taxon,虎耳草属
墨脱凤仙花,parent taxon,凤仙花属
墨江百合,parent taxon,百合属
茉莉果,parent taxon,茉莉果属
磨盘草,parent taxon,苘麻属
茉莉,taxonomic type,素方花
膜缘婆罗门参,parent taxon,婆罗门参属
膜颖早熟禾,parent taxon,早熟禾属
膜叶紫麻,parent taxon,紫麻属
膜叶马先蒿,parent taxon,马先蒿属
膜叶婆婆纳,parent taxon,婆婆纳属
膜叶连蕊茶,parent taxon,山茶属
膜叶猴欢喜,parent taxon,猴欢喜属
膜叶凤仙花,parent taxon,凤仙花属
膜叶椴,parent taxon,椴树属
膜叶刺蕊草,parent taxon,刺蕊草属
膜萼无心菜,parent taxon,无心菜属
膜耳灯心草,parent taxon,灯心草属
膜果龙胆,parent taxon,龙胆属
膜萼花,parent taxon,膜萼花属
膜边獐牙菜,parent taxon,獐牙菜属
膜萼花属,parent taxon,石竹科
膜稃草,parent taxon,膜稃草属
膜萼离蕊茶,parent taxon,山茶属
膜边龙胆,parent taxon,龙胆属
膜苞早熟禾,parent taxon,早熟禾属
膜苞鸢尾,parent taxon,鸢尾属
膜苞香青,parent taxon,香青属
膜苞雪莲,parent taxon,风毛菊属
膜苞藁本,parent taxon,藁本属
膜苞凤仙花,parent taxon,凤仙花属
膜苞垂头菊,parent taxon,垂头菊属
谬氏马先蒿,parent taxon,马先蒿属
闽润楠,parent taxon,润楠属
闽楠,parent taxon,楠属
皿果草属,parent taxon,紫草科
闽赣葡萄,parent taxon,葡萄属
闽皖八角,parent taxon,八角属
闽槐,parent taxon,槐属
皿果草,parent taxon,附地菜属
岷县橐吾,parent taxon,橐吾属
岷县龙胆,parent taxon,龙胆属
岷山嵩草,parent taxon,嵩草属
岷山毛建草,parent taxon,青兰属
岷山鹅观草,parent taxon,鹅观草属
岷江瑞香,parent taxon,瑞香属
缅茄,parent taxon,缅茄属
苗山冬青,parent taxon,冬青
苗山柿,parent taxon,柿
缅甸早熟禾,parent taxon,早熟禾属
缅甸羊蹄甲,parent taxon,羊蹄甲属
缅甸竹,parent taxon,簕竹属
缅甸橐吾,parent taxon,橐吾属
缅甸天胡荽,parent taxon,天胡荽属
缅甸龙竹,parent taxon,牡竹属
缅甸龙胆,parent taxon,龙胆属
冕宁慈,parent taxon,牡竹属
棉毛女蒿,parent taxon,女蒿属
棉头风毛菊,parent taxon,风毛菊属
棉毛鸦葱,parent taxon,鸦葱属
棉毛茛,parent taxon,毛茛属
棉毛飞蓬,parent taxon,飞蓬属
棉藜,parent taxon,雾冰藜属
棉花竹,parent taxon,箭竹属
棉豆,parent taxon,菜豆属
棉苞飞蓬,parent taxon,飞蓬属
棉毛葶苈,parent taxon,葶苈属
棉藜,taxon synonym,棉藜
绵毛葡萄,parent taxon,葡萄属
绵毛水苏,parent taxon,水苏属
绵毛水东哥,parent taxon,水东哥属
绵毛石楠,parent taxon,石楠属
绵毛婆婆纳,parent taxon,婆婆纳属
绵毛繁缕,parent taxon,繁缕属
绵毛野丁香,parent taxon,野丁香属
绵毛杜根藤,parent taxon,杜根藤属
绵毛点地梅,parent taxon,点地梅属
绵毛丛菔,parent taxon,丛菔属
绵毛长蒴苣苔,parent taxon,长蒴苣苔属
绵毛藤山柳,parent taxon,藤山柳属
绵果悬钩子,parent taxon,悬钩子属
蜜茱萸,parent taxon,蜜茱萸属
蜜甘草,parent taxon,叶下珠属
绵柄繁缕,parent taxon,繁缕属
绵萆薢,parent taxon,薯蓣属
密子豆属,parent taxon,豆科
密子豆,parent taxon,密子豆属
密锥花鱼藤,parent taxon,鱼藤属
密枝委陵菜,parent taxon,委陵菜属
密枝龙胆,parent taxon,龙胆属
密枝喀什菊,parent taxon,喀什菊属
密枝猪毛菜,parent taxon,猪毛菜属
密枝鹤虱,parent taxon,鹤虱属
密叶十大功劳,parent taxon,十大功劳属
密叶龙胆,parent taxon,龙胆属
密叶棘豆,parent taxon,棘豆属
密叶决明,parent taxon,决明属
密叶锦鸡儿,parent taxon,锦鸡儿属
密叶虎耳草,parent taxon,虎耳草属
密叶飞蓬,parent taxon,飞蓬属
密叶飞蛾藤,parent taxon,飞蛾藤属
密叶翠雀花,parent taxon,翠雀属
密序早熟禾,parent taxon,早熟禾属
密叶草绣球,parent taxon,草绣球属
密序溲疏,parent taxon,溲疏属
密序山萮菜,parent taxon,山萮菜属
密序大黄,parent taxon,大黄属
密小花苣苔,parent taxon,小花苣苔属
密香醉鱼草,parent taxon,醉鱼草属
密穗蓼,parent taxon,蓼属
密穗雀麦,parent taxon,雀麦属
密穗黄堇,parent taxon,紫堇属
密穗马先蒿,parent taxon,马先蒿属
密生薹草,parent taxon,薹草属
密生波罗花,parent taxon,角蒿属
密生福禄草,parent taxon,无心菜属
密伞天胡荽,parent taxon,天胡荽属
密球苎麻,parent taxon,苎麻属
密蒙花,parent taxon,醉鱼草属
密穗虫实,parent taxon,虫实属
密毛苎麻,parent taxon,苎麻属
密毛小花苣苔,parent taxon,小花苣苔属
密毛山姜,parent taxon,山姜属
密毛山梗菜,parent taxon,半边莲属
密脉木属,parent taxon,茜草科
密脉海桐,parent taxon,海桐花属
密脉蒲桃,parent taxon,蒲桃属
密毛柏拉木,parent taxon,柏拉木属
密瘤瘤果芹,parent taxon,瘤果芹属
密鳞紫金牛,parent taxon,紫金牛属
密鳞鳞毛蕨,parent taxon,鳞毛蕨属
密脉木,parent taxon,密脉木属
密脉蛇根草,parent taxon,蛇根草属
密距翠雀花,parent taxon,翠雀属
密茎贝母兰,parent taxon,贝母兰属
密节坡油甘,parent taxon,坡油甘属
密花卫矛,parent taxon,卫矛属
密花岩风,parent taxon,岩风属
密花乌头,parent taxon,乌头属
密花崖豆藤,parent taxon,崖豆藤属
密花桃叶珊瑚,parent taxon,桃叶珊瑚属
密花五层龙,parent taxon,五层龙属
密花薹草,parent taxon,薹草属
密花藤,parent taxon,密花藤属
密花梭罗,parent taxon,梭罗树属
密花素馨,parent taxon,素馨属
密花水锦树,parent taxon,水锦树属
密花树,parent taxon,密花树属
密花石豆兰,parent taxon,石豆兰属
密花舌唇兰,parent taxon,舌唇兰属
密花橐吾,parent taxon,橐吾属
密花山矾,parent taxon,山矾属
密花美登木,parent taxon,美登木属
密花婆婆纳,parent taxon,婆婆纳属
密花荚蒾,parent taxon,荚蒾属
密花节节菜,parent taxon,节节菜属
密花棘豆,parent taxon,棘豆属
密花火棘,parent taxon,火棘属
密花姜花,parent taxon,姜花属
密花黄堇,parent taxon,紫堇属
密花红光树,parent taxon,红光树属
密花黄肉楠,parent taxon,黄肉楠属
密花孩儿草,parent taxon,孩儿草属
密花葛,parent taxon,葛属
密花繁缕,parent taxon,繁缕属
密花独行菜,parent taxon,独行菜属
密花杜若,parent taxon,杜若属
密花独脚金,parent taxon,独脚金属
密花豆属,parent taxon,豆科
密花豆,parent taxon,密花豆属
密花兜被兰,parent taxon,兜被兰属
密花翠雀花,parent taxon,翠雀属
密花灯心草,parent taxon,灯心草属
密刚毛菝葜,parent taxon,菝葜属
密丛雀麦,parent taxon,雀麦属
密果花椒,parent taxon,花椒
密丛鹤虱,parent taxon,鹤虱属
密刺悬钩子,parent taxon,悬钩子属
密刺蔷薇,parent taxon,蔷薇属
密丛棘豆,parent taxon,棘豆属
密刺沙拐枣,parent taxon,沙拐枣属
密刺苦草,parent taxon,苦草属
密刺菝葜,parent taxon,菝葜属
密齿小檗,parent taxon,小檗属
米易过路黄,parent taxon,珍珠菜属
米柱薹草,parent taxon,薹草属
密苞毛兰,parent taxon,毛兰属
密苞山姜,parent taxon,山姜属
米易地不容,parent taxon,千金藤属
米易灯心草,parent taxon,灯心草属
米扬噎,parent taxon,鹊肾树属
米心水青冈,parent taxon,水青冈属
米团花,parent taxon,米团花属
米易冠唇花,parent taxon,冠唇花属
米什米木姜子,parent taxon,木姜子属
米筛竹,parent taxon,簕竹属
米努草属,parent taxon,石竹科
米念芭,parent taxon,青篱柴属
米面蓊属,parent taxon,檀香科
米面蓊,parent taxon,米面蓊属
米林紫堇,parent taxon,紫堇属
米林乌头,parent taxon,乌头属
米林杨,parent taxon,杨属
米林龙胆,parent taxon,龙胆属
米蒿,parent taxon,蒿属
米咀闭花木,parent taxon,闭花木属
米贝母,parent taxon,贝母属
米尔克棘豆,parent taxon,棘豆属
米谷冬青,parent taxon,冬青
猕猴桃藤山柳,parent taxon,藤山柳属
迷人鳞毛蕨,parent taxon,鳞毛蕨属
米槁,parent taxon,樟属
迷人凤仙花,parent taxon,凤仙花属
迷果芹属,parent taxon,伞形科
迷果芹,parent taxon,迷果芹属
迷迭香属,parent taxon,唇形科
迷迭香,parent taxon,迷迭香属
迷迭香属,taxonomic type,迷迭香
弥勒山薹草,parent taxon,薹草属
弥勒千里光,parent taxon,千里光属
孟仁草,parent taxon,虎尾草属
孟仑三宝木,parent taxon,三宝木属
孟连崖豆,parent taxon,崖豆藤属
孟连石蝴蝶,parent taxon,石蝴蝶属
蒙自山矾,parent taxon,山矾属
蒙自石豆兰,parent taxon,石豆兰属
蒙自砂仁,parent taxon,豆蔻属
蒙自水芹,parent taxon,水芹属
蒙自青藤,parent taxon,青藤属
蒙自连蕊茶,parent taxon,山茶属
蒙自藜芦,parent taxon,藜芦属
蒙自金足草,parent taxon,马蓝属
蒙自虎耳草,parent taxon,虎耳草属
蒙自合欢,parent taxon,合欢属
蒙自葡萄,parent taxon,葡萄属
蒙自凤仙花,parent taxon,凤仙花属
蒙自谷精草,parent taxon,谷精草属
蒙山附地菜,parent taxon,附地菜属
蒙古针茅,parent taxon,针茅属
蒙氏马先蒿,parent taxon,马先蒿属
蒙古猪毛菜,parent taxon,猪毛菜属
蒙古早熟禾,parent taxon,早熟禾属
蒙古野决明,parent taxon,野决明属
蒙古鸦葱,parent taxon,鸦葱属
蒙古栒子,parent taxon,栒子属
蒙古莸,parent taxon,莸属
蒙古异燕麦,parent taxon,异燕麦属
蒙古绣线菊,parent taxon,绣线菊属
蒙古芯芭,parent taxon,芯芭属
蒙古葶苈,parent taxon,葶苈属
蒙古糖芥,parent taxon,糖芥属
蒙古前胡,parent taxon,前胡属
蒙古沙地蒿,parent taxon,蒿属
蒙古虫实,parent taxon,虫实属
蒙古短舌菊,parent taxon,短舌菊属
蒙古苍耳,parent taxon,苍耳属
蒙古扁桃,parent taxon,李属
蒙椴,parent taxon,椴树属
勐醒芒毛苣苔,parent taxon,芒毛苣苔属
勐仑石豆兰,parent taxon,石豆兰属
勐仑翅子树,parent taxon,翅子树属
勐腊鸢尾兰,parent taxon,鸢尾兰属
勐腊悬钩子,parent taxon,悬钩子属
勐腊新木姜子,parent taxon,新木姜子属
勐腊铁线莲,parent taxon,铁线莲属
勐腊乌蔹莓,parent taxon,乌蔹莓属
勐腊藤,parent taxon,勐腊藤属
勐腊鞘花,parent taxon,鞘花属
勐海胡椒,parent taxon,胡椒属
勐海冷水花,parent taxon,冷水花属
勐海隔距兰,parent taxon,隔距兰属
勐海葡萄,parent taxon,葡萄属
勐海豆腐柴,parent taxon,豆腐柴属
勐板千斤拔,parent taxon,千斤拔属
檬果樟,parent taxon,檬果樟属
檬果樟属,parent taxon,樟科
萌条香青,parent taxon,香青属
虻眼属,parent taxon,车前科
美叶青兰,parent taxon,青兰属
美叶蒿,parent taxon,蒿属
美叶雾水葛,parent taxon,雾水葛属
美叶菜豆树,parent taxon,菜豆树属
美形金钮扣,parent taxon,金钮扣属
美穗龙竹,parent taxon,牡竹属
美穗草,parent taxon,腹水草属
美饰悬钩子,parent taxon,悬钩子属
美山姜,parent taxon,山姜属
美丽乌头,parent taxon,乌头属
美丽绣线菊,parent taxon,绣线菊属
美丽野青茅,parent taxon,野青茅属
美丽崖豆藤,parent taxon,崖豆藤属
美丽卫矛,parent taxon,卫矛属
美丽桐,parent taxon,美丽桐属
美丽通泉草,parent taxon,通泉草属
美丽唐松草,parent taxon,唐松草属
美丽水锦树,parent taxon,水锦树属
美丽溲疏,parent taxon,溲疏属
美丽马先蒿,parent taxon,马先蒿属
美丽蓝钟花,parent taxon,蓝钟花属
美丽金丝桃,parent taxon,金丝桃属
美丽箭竹,parent taxon,箭竹属
美丽火桐,parent taxon,火桐属
美丽凤仙花,parent taxon,凤仙花属
美丽芙蓉,parent taxon,木槿属
美丽凤丫蕨,parent taxon,大凤丫蕨
美丽风毛菊,parent taxon,风毛菊属
美丽长蒴苣苔,parent taxon,长蒴苣苔属
美丽垂头菊,parent taxon,垂头菊属
美丽豹子花,parent taxon,豹子花属
美丽地宝兰,parent taxon,地宝兰属
美丽百金花,parent taxon,百金花属
美花美冠兰,parent taxon,美冠兰属
美花山蚂蝗,parent taxon,山蚂蝗属
美花铁线莲,parent taxon,铁线莲属
美花卷瓣兰,parent taxon,石豆兰属
美花黄堇,parent taxon,紫堇属
美花隔距兰,parent taxon,隔距兰属
美花红景天,parent taxon,红景天属
美花风毛菊,parent taxon,风毛菊属
美花毛建草,parent taxon,青兰属
美花草,parent taxon,美花草属
美果九节,parent taxon,九节属
美国皂荚,parent taxon,皂荚属
美花狸尾豆,parent taxon,狸尾豆属
美国山核桃,parent taxon,山核桃属
美国蜡梅,parent taxon,夏蜡梅属
美观糙苏,parent taxon,糙苏属
美姑灯心草,parent taxon,灯心草属
美飞蛾藤,parent taxon,飞蛾藤属
美登木属,parent taxon,卫矛科
美登木,parent taxon,美登木属
梅氏雀麦,parent taxon,雀麦属
梅氏马先蒿,parent taxon,马先蒿属
梅氏凤仙花,parent taxon,凤仙花属
梅蓝,parent taxon,梅蓝属
梅花草属,parent taxon,卫矛科
梅花草叶虎耳草,parent taxon,虎耳草属
梅花草,parent taxon,梅花草属
莓叶悬钩子,parent taxon,悬钩子属
莓叶委陵菜,parent taxon,委陵菜属
莓叶铁线莲,parent taxon,铁线莲属
莓苔状繁缕,parent taxon,繁缕属
梅花草属,parent taxon,虎耳草科
眉原线柱兰,parent taxon,线柱兰属
梅花草属,taxonomic type,梅花草
玫花珠子木,parent taxon,珠子木属
玫花豆腐柴,parent taxon,豆腐柴属
玫红野青茅,parent taxon,野青茅属
玫红铃子香,parent taxon,铃子香属
帽峰椴,parent taxon,椴树属
帽斗栎,parent taxon,栎属
帽果雪胆,parent taxon,雪胆属
茂汶淫羊藿,parent taxon,三枝九叶草
茂汶绣线菊,parent taxon,绣线菊属
帽果卫矛,parent taxon,卫矛属
帽蕊草属,taxonomic type,帽蕊草
帽蕊草,parent taxon,帽蕊草属
茂汶过路黄,parent taxon,珍珠菜属
茂丽堇菜,parent taxon,堇菜属
锚钩吻兰,parent taxon,吻兰属
锚刺果属,parent taxon,紫草科
茅香,parent taxon,茅香属
矛叶飞蓬,parent taxon,飞蓬属
矛叶荩草,parent taxon,荩草属
毛籽离蕊茶,parent taxon,山茶属
毛紫薇,parent taxon,紫薇属
毛柱杨桐,parent taxon,杨桐属
毛籽红山茶,parent taxon,山茶属
毛柱铁线莲,parent taxon,铁线莲属
毛柱山梅花,parent taxon,山梅花属
毛柱马钱,parent taxon,马钱属
毛柱胡颓子,parent taxon,胡颓子属
毛柱隔距兰,parent taxon,隔距兰属
毛轴异燕麦,parent taxon,异燕麦属
毛轴早熟禾,parent taxon,早熟禾属
毛轴野古草,parent taxon,野古草属
毛轴山矾,parent taxon,山矾属
毛轴莎草,parent taxon,莎草属
毛轴红门兰,parent taxon,红门兰属
毛舟马先蒿,parent taxon,马先蒿属
毛枝蛇葡萄,parent taxon,蛇葡萄属
毛枝冬青,parent taxon,冬青
毛枝绣线菊,parent taxon,绣线菊属
毛枝吊石苣苔,parent taxon,吊石苣苔属
毛枝白珠,parent taxon,白珠树属
毛枝连蕊茶,parent taxon,山茶属
毛榛,parent taxon,榛属
毛折柄茶,parent taxon,折柄茶属
毛掌叶锦鸡儿,parent taxon,锦鸡儿属
毛枝卷柏,parent taxon,卷柏
毛獐牙菜,parent taxon,獐牙菜属
毛毡草,parent taxon,艾纳香属
毛芋头薯蓣,parent taxon,薯蓣属
毛玉山竹,parent taxon,玉山竹属
毛羽扇豆,parent taxon,羽扇豆属
毛鱼藤,parent taxon,鱼藤属
毛颖早熟禾,parent taxon,早熟禾属
毛颖野古草,parent taxon,野古草属
毛颖羊茅,parent taxon,羊茅属
毛颖草属,parent taxon,禾本科
毛颖草,parent taxon,毛颖草属
毛银柴,parent taxon,银柴属
毛樱桃,parent taxon,李属
毛叶紫菀木,parent taxon,紫菀木属
毛叶锥头麻,parent taxon,锥头麻属
毛叶蔗茅,parent taxon,蔗茅属
毛叶樟,parent taxon,樟属
毛叶獐毛,parent taxon,獐毛属
毛叶羽叶楸,parent taxon,羽叶楸属
毛叶铁线莲,parent taxon,铁线莲属
毛叶无心菜,parent taxon,无心菜属
毛叶葶苈,parent taxon,葶苈属
毛叶五味子,parent taxon,五味子属
毛叶铁苋菜,parent taxon,铁苋菜属
毛叶绣线梅,parent taxon,绣线梅属
毛叶鲜卑花,parent taxon,鲜卑花属
毛叶藤仲,parent taxon,大叶鹿角藤
毛叶水锦树,parent taxon,水锦树属
毛叶水栒子,parent taxon,栒子属
毛叶鼠李,parent taxon,鼠李属
毛叶石楠,parent taxon,石楠属
毛叶蛇葡萄,parent taxon,蛇葡萄属
毛叶青冈,parent taxon,栎属
毛叶蔷薇,parent taxon,蔷薇属
毛叶蒲公英,parent taxon,蒲公英
毛叶破布木,parent taxon,破布木属
毛叶木姜子,parent taxon,木姜子属
毛叶木瓜,parent taxon,木瓜属
毛叶毛茛,parent taxon,毛茛属
毛叶楼梯草,parent taxon,楼梯草属
毛叶藜芦,parent taxon,藜芦属
毛叶榄,parent taxon,橄榄属
毛叶老牛筋,basionym,毛叶老牛筋
毛叶蝴蝶草,parent taxon,蝴蝶草属
毛叶虎耳草,parent taxon,虎耳草属
毛叶假鹰爪,parent taxon,假鹰爪属
毛叶合欢,parent taxon,合欢属
毛叶胡椒,parent taxon,胡椒属
毛叶腹水草,parent taxon,腹水草属
毛叶蜂斗草,parent taxon,蜂斗草属
毛叶番荔枝,parent taxon,番荔枝属
毛叶槲栎,parent taxon,栎属
毛叶鹅观草,parent taxon,鹅观草属
毛叶钝果寄生,parent taxon,钝果寄生属
毛叶冬青,parent taxon,冬青
毛叶丁公藤,parent taxon,丁公藤属
毛叶吊钟花,parent taxon,吊钟花属
毛叶垂头菊,parent taxon,垂头菊属
毛叶单室茱萸,parent taxon,单室茱萸属
毛叶楤木,parent taxon,楤木
毛叶茶,parent taxon,山茶属
毛野古草,parent taxon,野古草属
毛药藤,parent taxon,毛药藤属
毛药忍冬,parent taxon,忍冬属
毛序楼梯草,parent taxon,楼梯草属
毛楔翅藤,parent taxon,楔翅藤属
毛序小檗,parent taxon,小檗属
毛腺萼木,parent taxon,腺萼木属
毛线柱苣苔,parent taxon,线柱苣苔属
毛喜光花,parent taxon,喜光花属
毛苇谷草,parent taxon,苇谷草属
毛葶长足兰,parent taxon,长足兰属
毛筒玉竹,parent taxon,黄精属
毛葶苈,parent taxon,葶苈属
毛桐,parent taxon,野桐属
毛天料木,parent taxon,天料木属
毛头牛蒡,parent taxon,牛蒡属
毛桃木莲,parent taxon,木莲属
毛穗新麦草,parent taxon,新麦草属
毛穗香薷,parent taxon,香薷属
毛穗夏至草,parent taxon,夏至草属
毛穗马先蒿,parent taxon,马先蒿属
毛丝连蕊茶,parent taxon,山茶属
毛水蓑衣,parent taxon,水蓑衣属
毛束草属,parent taxon,紫草科
毛水苏,parent taxon,水苏属
毛束草,parent taxon,毛束草属
毛山楂,parent taxon,山楂
毛蕊铁线莲,parent taxon,铁线莲属
毛山矾,parent taxon,山矾属
毛蕊三角车,parent taxon,三角车属
毛山荆子,parent taxon,苹果属
毛蕊郁金香,parent taxon,郁金香
毛蕊龙胆,parent taxon,龙胆属
毛蕊菊属,parent taxon,菊科
毛蕊菊,parent taxon,毛蕊菊属
毛蕊金盏苣苔,parent taxon,金盏苣苔属
毛蕊花属,parent taxon,玄参科
毛蕊花,parent taxon,毛蕊花属
毛蕊红山茶,parent taxon,山茶属
毛山蒟,parent taxon,胡椒属
毛山猪菜,parent taxon,鱼黄草属
毛蕊草,parent taxon,毛蕊草属
毛雀麦,parent taxon,雀麦属
毛球莸,parent taxon,莸属
毛球兰,parent taxon,球兰属
毛鞘箬竹,parent taxon,箬竹属
毛鞘臭草,parent taxon,臭草属
毛前胡,parent taxon,前胡属
毛漆树,parent taxon,漆属
毛盘鹅观草,parent taxon,鹅观草属
毛菍,parent taxon,野牡丹属
毛南五味子,parent taxon,南五味子属
毛糯米椴,parent taxon,椴树属
毛木通,parent taxon,铁线莲属
毛木半夏,parent taxon,胡颓子属
毛茉莉,parent taxon,素馨属
毛曼陀罗,parent taxon,曼陀罗属
毛脉枣,parent taxon,枣属
毛脉紫金牛,parent taxon,紫金牛属
毛脉酸模,parent taxon,酸模属
毛脉蒲桃,parent taxon,蒲桃属
毛脉葡萄,parent taxon,葡萄属
毛脉龙胆,parent taxon,龙胆属
毛脉暗罗,parent taxon,暗罗属
毛龙头竹,parent taxon,箭竹属
毛马唐,parent taxon,马唐属
毛麟球柱草,parent taxon,球柱草属
毛裂蜂斗菜,parent taxon,蜂斗菜属
毛蓼,parent taxon,蓼属
毛螺序草,parent taxon,螺序草属
毛龙竹,parent taxon,牡竹属
毛莲蒿,parent taxon,蒿属
毛帘子藤,parent taxon,帘子藤属
毛连菜,parent taxon,毛连菜属
毛肋石笔木,parent taxon,石笔木属
毛盔马先蒿,parent taxon,马先蒿属
毛壳花哺鸡竹,parent taxon,刚竹属
毛颏马先蒿,parent taxon,马先蒿属
毛蒟,parent taxon,胡椒属
毛咀签,parent taxon,咀签属
毛茎紫堇,parent taxon,紫堇属
毛九节,parent taxon,九节属
毛茎水蜡烛,parent taxon,水蜡烛属
毛茎冷水花,parent taxon,冷水花属
毛茎黄芩,parent taxon,黄芩属
毛金丝桃,parent taxon,金丝桃属
毛绞股蓝,parent taxon,绞股蓝属
毛节兔唇花,parent taxon,兔唇花属
毛胶薯蓣,parent taxon,薯蓣属
毛豇豆,parent taxon,豇豆属
毛姜花,parent taxon,姜花属
毛姜,parent taxon,姜属
毛建草,parent taxon,青兰属
毛剪秋罗,parent taxon,蝇子草属
毛节野古草,parent taxon,野古草属
毛俭草属,parent taxon,禾本科
毛俭草,parent taxon,毛俭草属
毛菅,parent taxon,菅属
毛尖树,parent taxon,黄肉楠属
毛尖,family name,毛
毛假柴龙树,parent taxon,假柴龙树属
毛黄肉楠,parent taxon,黄肉楠属
毛黄连花,parent taxon,珍珠菜属
毛黄堇,parent taxon,紫堇属
毛环竹,parent taxon,刚竹属
毛环唐竹,parent taxon,唐竹属
毛环水竹,parent taxon,刚竹属
