HudongItem,relation,NewNode
割鸡芒,instance of,生物分类单元
割鸡芒,taxon rank,种
歌绿斑叶兰,instance of,维基媒体重复页面
鸽仔豆,instance of,生物分类单元
鸽石斛,instance of,生物分类单元
割鸡芒,basionym,Schoenus nemorum
高株毛蕨,instance of,生物分类单元
高株毛蕨,taxon rank,种
高株毛蕨,parent taxon,Cyclosorus
高州油茶,instance of,生物分类单元
高獐牙菜,instance of,生物分类单元
藁本,instance of,生物分类单元
高州油茶,taxon rank,种
高獐牙菜,taxon rank,种
藁本,taxon rank,种
高原鸢尾,instance of,生物分类单元
高褶带唇兰,instance of,生物分类单元
高原鸢尾,taxon rank,种
高原早熟禾,instance of,生物分类单元
高褶带唇兰,taxon rank,种
高原香薷,instance of,生物分类单元
高原委陵菜,instance of,生物分类单元
高株早熟禾,instance of,生物分类单元
高褶带唇兰,parent taxon,安兰属
高原香薷,taxon rank,种
高原委陵菜,taxon rank,种
高原天名精,instance of,生物分类单元
高株早熟禾,taxon rank,种
高原唐松草,instance of,生物分类单元
高原鸢尾,subject has role,基名
高褶带唇兰,basionym,Calanthe viridifusca
高原天名精,taxon rank,种
高原唐松草,taxon rank,种
高原芥,instance of,生物分类单元
高原芥,taxon rank,种
高野黍,instance of,生物分类单元
高原点地梅,instance of,生物分类单元
高原绢蒿,instance of,生物分类单元
高原芥属,instance of,生物分类单元
高野黍,taxon rank,种
高原点地梅,taxon rank,种
高原绢蒿,taxon rank,种
高原芥属,taxon rank,属
高羊茅,instance of,生物分类单元
高盐地风毛菊,instance of,生物分类单元
高原慈姑,instance of,生物分类单元
高玄参,instance of,生物分类单元
高原芥属,parent taxon,Euclidieae
高羊茅,taxon rank,种
高盐地风毛菊,taxon rank,种
高原慈姑,taxon rank,种
高原蒿,instance of,生物分类单元
高玄参,taxon rank,种
高檐蒲桃,instance of,生物分类单元
高野黍,basionym,Agrostis procera
高原点地梅,basionym,Androsace villosa var. zambalensis
高原芥属,topic's main category,Category:高原芥属
高熊蟹甲草,instance of,生物分类单元
高雄山姜,instance of,生物分类单元
高雄卷柏,instance of,生物分类单元
高原蒿,taxon rank,种
高檐蒲桃,taxon rank,种
高野黍,IUCN conservation status,无危物种
高雄山姜,taxon rank,种
高雄卷柏,taxon rank,种
高山猪殃殃,instance of,生物分类单元
高山早熟禾,instance of,生物分类单元
高升马先蒿,instance of,生物分类单元
高山紫菀,instance of,生物分类单元
高山锥,instance of,生物分类单元
高升马先蒿,taxon rank,种
高山紫菀,taxon rank,种
高山锥,taxon rank,种
高山野丁香,instance of,生物分类单元
高山紫菀,parent taxon,紫菀属
高山锥,parent taxon,锥栗属
高山紫菀,has fruit type,胞果
高山紫菀,topic's main category,Category:Aster alpinus
高山无叶兰,instance of,生物分类单元
高山头蕊兰,instance of,生物分类单元
高山无叶兰,taxon rank,种
高山头蕊兰,taxon rank,种
高山条蕨,instance of,生物分类单元
高山乌头,instance of,生物分类单元
高山梯牧草,instance of,生物分类单元
高山葶苈,instance of,生物分类单元
高山头蕊兰,parent taxon,头蕊兰属
高山条蕨,taxon rank,种
高山乌头,taxon rank,种
高山梯牧草,taxon rank,种
高山葶苈,taxon rank,种
高山条蕨,parent taxon,条蕨科
高山瓦韦,instance of,生物分类单元
高山嵩草,instance of,生物分类单元
高山瓦韦,taxon rank,种
高山薹草,instance of,生物分类单元
高山嵩草,taxon rank,种
高山碎米荠,instance of,生物分类单元
高山松寄生,instance of,生物分类单元
高山梯牧草,IUCN conservation status,无危物种
高山松,instance of,生物分类单元
高山丝瓣芹,instance of,生物分类单元
高山瓦韦,parent taxon,Lepisorus
高山薹草,taxon rank,种
高山碎米荠,taxon rank,种
高山松寄生,taxon rank,种
高山梯牧草,topic's main category,Category:Phleum alpinum
高山松,taxon rank,种
高山丝瓣芹,taxon rank,种
高山瓦韦,basionym,Polypodium eilophyllum
高山松,parent taxon,松属
高山松,IUCN conservation status,无危物种
高山松,topic's main category,Category:Pinus densata
高山芹,instance of,生物分类单元
高山芹,taxon rank,种
高山芹,parent taxon,当归属
高山芹叶荠,instance of,生物分类单元
高山茅香,instance of,生物分类单元
高山南芥,instance of,生物分类单元
高山囊瓣芹,instance of,生物分类单元
高山木姜子,instance of,生物分类单元
高山芹叶荠,taxon rank,种
高山茅香,taxon rank,种
高山南芥,taxon rank,种
高山囊瓣芹,taxon rank,种
高山鸟巢兰,instance of,生物分类单元
高山毛兰,instance of,生物分类单元
高山芒,instance of,生物分类单元
高山露珠草,instance of,生物分类单元
高山栎,instance of,生物分类单元
高山鸟巢兰,taxon rank,种
高山毛兰,taxon rank,种
高山芒,taxon rank,种
高山露珠草,taxon rank,种
高山犁头尖,instance of,生物分类单元
高山栎,taxon rank,种
高山芹叶荠,basionym,Hutchinsia bifurcata
高山南芥,topic's main category,Category:Arabis alpina
高山犁头尖,taxon rank,种
高山露珠草,has fruit type,nucule
高山碱茅,instance of,生物分类单元
高山碱茅,taxon rank,种
高山碱茅,parent taxon,硷茅属
高山谷精草,instance of,生物分类单元
高山凤仙花,instance of,生物分类单元
高山桦,instance of,生物分类单元
高山谷精草,taxon rank,种
高山凤仙花,taxon rank,种
高山桦,taxon rank,种
高山风毛菊,instance of,生物分类单元
高山粉条儿菜,instance of,生物分类单元
高山肺形草,instance of,生物分类单元
高山风毛菊,taxon rank,种
高山粉条儿菜,taxon rank,种
高山肺形草,taxon rank,种
高山桦,has fruit type,nucule
高山对叶兰,instance of,生物分类单元
高山杜鹃,instance of,生物分类单元
高山肺形草,parent taxon,Tripterospermum
高山桦,IUCN conservation status,无危物种
高山对叶兰,taxon rank,种
高山鹅观草,instance of,维基媒体重复页面
高山杜鹃,taxon rank,种
高山风毛菊,basionym,Serratula alpina
高山肺形草,basionym,Crawfurdia cordifolia
高山杜鹃,parent taxon,杜鹃花属
高山风毛菊,topic's main category,Category:Saussurea alpina
高山对叶兰,subject has role,基名
高山杜鹃,basionym,Azalea lapponica
高山杜鹃,has fruit type,蒴果
高山杜鹃,topic's main category,Category:Rhododendron lapponicum
高山大戟,instance of,生物分类单元
高山大戟,taxon rank,种
高山豆,instance of,生物分类单元
高山大戟,parent taxon,大戟属
高山豆,taxon rank,种
高山扁枝石松,instance of,生物分类单元
高山糙苏,instance of,生物分类单元
高山臭草,instance of,生物分类单元
高山贝母,instance of,生物分类单元
高山扁枝石松,taxon rank,种
高山糙苏,taxon rank,种
高山臭草,taxon rank,种
高山贝母,taxon rank,种
高山白珠,instance of,生物分类单元
高山白花杜鹃,instance of,生物分类单元
高山八角枫,instance of,生物分类单元
高山澳杨,instance of,生物分类单元
高山豆,basionym,Gueldenstaedtia himalaica
高山扁枝石松,parent taxon,Diphasiastrum
高山白珠,taxon rank,种
高山白花杜鹃,taxon rank,种
高山八角枫,taxon rank,种
高山澳杨,taxon rank,种
高山白花杜鹃,parent taxon,杜鹃花属
高岭风毛菊,instance of,生物分类单元
高岭风毛菊,taxon rank,种
高岭蒿,instance of,生物分类单元
高坡四轮香,instance of,生物分类单元
高帽乌头,instance of,生物分类单元
高岭蒿,taxon rank,种
高坡四轮香,taxon rank,种
高帽乌头,taxon rank,种
高粱泡,instance of,生物分类单元
高粱,instance of,生物分类单元
高粱泡,taxon rank,种
高粱,taxon rank,种
高黎贡山薹草,instance of,生物分类单元
高盆樱桃,instance of,生物分类单元
高坡凤仙花,instance of,生物分类单元
高粱,parent taxon,高粱属
高黎贡山薹草,taxon rank,种
高盆樱桃,taxon rank,种
高黎贡山凤仙花,instance of,生物分类单元
高黎贡柯,instance of,生物分类单元
高坡凤仙花,taxon rank,种
高粱,basionym,Holcus bicolor
高茎紫菀,instance of,生物分类单元
高茎紫堇,instance of,生物分类单元
高茎葶苈,instance of,生物分类单元
高茎毛兰,instance of,生物分类单元
高盆樱桃,parent taxon,Prunus subg. Cerasus
高黎贡山凤仙花,taxon rank,种
高黎贡柯,taxon rank,种
高粱,topic's main category,Category:Sorghum bicolor
高茎紫菀,taxon rank,种
高茎紫堇,taxon rank,变种
高茎葶苈,taxon rank,种
高茎毛兰,taxon rank,种
高盆樱桃,basionym,Prunus cerasoides
高黎贡柯,parent taxon,石栎属
高茎紫菀,parent taxon,紫菀属
高茎紫堇,parent taxon,Corydalis elata
高盆樱桃,IUCN conservation status,无危物种
高茎紫菀,subject has role,基名
高茎毛兰,subject has role,基名
高冠黄堇,instance of,生物分类单元
高冠黄堇,taxon rank,种
高额马先蒿,instance of,生物分类单元
高秆薹草,instance of,生物分类单元
高贵凤仙花,instance of,生物分类单元
高峰乌头,instance of,生物分类单元
高额马先蒿,taxon rank,种
高秆薹草,taxon rank,种
高贵凤仙花,taxon rank,种
高峰乌头,taxon rank,种
高根,instance of,姓氏
高鹅掌柴,instance of,生物分类单元
高地黄,instance of,生物分类单元
高根,language of work or name,日语
高鹅掌柴,taxon rank,种
高地黄,taxon rank,种
高地钩叶藤,instance of,生物分类单元
高大鹿药,instance of,生物分类单元
高大毛蕨,instance of,生物分类单元
高根,writing system,日本汉字
高大复叶耳蕨,instance of,生物分类单元
高冬青,instance of,生物分类单元
高大耳蕨,instance of,生物分类单元
高大短肠蕨,instance of,生物分类单元
高地钩叶藤,taxon rank,种
高大鹿药,taxon rank,种
高大毛蕨,taxon rank,种
高大复叶耳蕨,taxon rank,种
高冬青,taxon rank,种
高大耳蕨,taxon rank,种
高大短肠蕨,taxon rank,种
高鹅掌柴,basionym,Hedera elata
高大鹿药,parent taxon,Smilacina
高大毛蕨,parent taxon,Cyclosorus
高大复叶耳蕨,parent taxon,Arachniodes
高大耳蕨,parent taxon,Polystichum
高大短肠蕨,parent taxon,Allantodia
高地钩叶藤,IUCN conservation status,无危物种
杠柳,instance of,生物分类单元
杠柳,taxon rank,种
高艾纳香,instance of,生物分类单元
高艾纳香,taxon rank,种
港柯,instance of,生物分类单元
港柯,taxon rank,种
港油麻藤,instance of,生物分类单元
岗松属,instance of,生物分类单元
皋月杜鹃,instance of,生物分类单元
岗松,instance of,生物分类单元
高艾纳香,basionym,Conyza repanda
港柯,parent taxon,石栎属
港油麻藤,taxon rank,种
岗松属,taxon rank,属
皋月杜鹃,taxon rank,种
港口马兜铃,instance of,生物分类单元
岗松,taxon rank,种
港柯,basionym,Quercus harlandii
港油麻藤,parent taxon,黎豆属
岗松属,parent taxon,桃金孃科
皋月杜鹃,parent taxon,杜鹃花属
港口马兜铃,taxon rank,种
岗松属,topic's main category,Category:Baeckea
皋月杜鹃,basionym,Azalea indica
皋月杜鹃,topic's main category,Category:Rhododendron indicum
刚毛紫地榆,instance of,生物分类单元
刚毛紫地榆,taxon rank,种
刚毛委陵菜,instance of,生物分类单元
刚毛紫地榆,parent taxon,老颧草属
刚毛委陵菜,taxon rank,种
刚毛岩黄耆,instance of,生物分类单元
刚毛藤山柳,instance of,生物分类单元
刚毛橐吾,instance of,生物分类单元
刚毛溲疏,instance of,生物分类单元
刚毛无心菜,instance of,生物分类单元
刚毛香茶菜,instance of,生物分类单元
刚毛葶苈,instance of,生物分类单元
刚毛岩黄耆,taxon rank,种
刚毛藤山柳,taxon rank,种
刚毛橐吾,taxon rank,种
刚毛溲疏,taxon rank,种
刚毛无心菜,taxon rank,种
刚毛香茶菜,taxon rank,种
刚毛葶苈,taxon rank,种
刚毛山柳菊,instance of,生物分类单元
刚毛涩荠,instance of,生物分类单元
刚毛忍冬,instance of,生物分类单元
刚毛秋海棠,instance of,生物分类单元
刚毛楼梯草,instance of,生物分类单元
刚毛锦香草,instance of,生物分类单元
刚毛岩黄耆,parent taxon,岩黄蓍属
刚毛山柳菊,taxon rank,种
刚毛涩荠,taxon rank,种
刚毛忍冬,taxon rank,种
刚毛秋海棠,taxon rank,种
刚毛楼梯草,taxon rank,种
刚毛锦香草,taxon rank,种
刚毛橐吾,basionym,Senecio achyrotrichus
刚毛无心菜,subject has role,基名
刚毛假糙苏,instance of,生物分类单元
刚毛虎耳草,instance of,生物分类单元
刚毛耳蕨,instance of,生物分类单元
刚毛萼刺蕊草,instance of,生物分类单元
刚毛杜鹃,instance of,生物分类单元
刚毛赤瓟,instance of,生物分类单元
刚毛柽柳,instance of,生物分类单元
刚毛假糙苏,taxon rank,种
刚毛虎耳草,taxon rank,种
刚毛耳蕨,taxon rank,种
刚毛杜鹃,taxon rank,种
刚毛赤瓟,taxon rank,种
刚毛柽柳,taxon rank,种
刚毛山柳菊,subject has role,基名
刚毛涩荠,subject has role,基名
刚毛耳蕨,parent taxon,Polystichum
刚毛杜鹃,parent taxon,杜鹃花属
刚毛柽柳,parent taxon,红荆
刚毛山柳菊,topic's main category,Category:Hieracium echioides
刚毛柽柳,IUCN conservation status,无危物种
刚毛山柳菊,Status in the Red List of Threatened Species in the Czech Republic,vulnerable
甘西鼠尾草,instance of,生物分类单元
甘西鼠尾草,taxon rank,种
甘遂,instance of,生物分类单元
甘遂,taxon rank,种
甘蔗,instance of,生物分类单元
甘肃醉鱼草,instance of,生物分类单元
甘遂,parent taxon,大戟属
甘蔗,taxon rank,属
甘肃醉鱼草,taxon rank,种
甘肃紫堇,instance of,生物分类单元
甘孜翠雀花,instance of,生物分类单元
甘肃鸢尾,instance of,生物分类单元
甘蔗,parent taxon,蜀黍族
甘肃紫堇,taxon rank,种
甘孜翠雀花,taxon rank,种
柑橘,instance of,维基媒体列表条目
甘肃鸢尾,taxon rank,种
柑橘属,instance of,生物分类单元
甘蔗,taxonomic type,秀贵甘蔗
甘孜沙参,instance of,生物分类单元
甘肃野丁香,instance of,生物分类单元
甘肃羊茅,instance of,生物分类单元
甘肃雪灵芝,instance of,生物分类单元
柑橘,category related to list,Category:柑橘杂种
柑橘属,subclass of,水果
甘蔗,topic's main category,Category:甘蔗属
甘孜沙参,taxon rank,种
甘肃野丁香,taxon rank,种
甘肃羊茅,taxon rank,种
甘肃雪灵芝,taxon rank,种
柑橘属,taxon rank,属
柑橘属,parent taxon,Citreae
甘肃雪灵芝,subject has role,基名
柑橘属,has fruit type,柑果
柑橘属,this taxon is source of,citrus fruit
柑橘属,topic's main category,Category:柑橘属
甘肃山楂,instance of,生物分类单元
甘肃山楂,taxon rank,种
甘肃山麦冬,instance of,生物分类单元
甘肃嵩草,instance of,生物分类单元
甘肃木蓝,instance of,生物分类单元
甘肃沙拐枣,instance of,生物分类单元
甘肃梅花草,instance of,生物分类单元
甘肃山麦冬,taxon rank,种
甘肃嵩草,taxon rank,种
甘肃木蓝,taxon rank,种
甘肃沙拐枣,taxon rank,种
甘肃梅花草,taxon rank,种
甘肃马先蒿,instance of,生物分类单元
甘肃锦鸡儿,instance of,生物分类单元
甘肃景天,instance of,生物分类单元
甘肃假钻毛蕨,instance of,生物分类单元
甘肃荚蒾,instance of,生物分类单元
甘肃棘豆,instance of,生物分类单元
甘肃山麦冬,parent taxon,山麦冬属
甘肃木蓝,parent taxon,槐蓝属
甘肃马先蒿,taxon rank,种
甘肃锦鸡儿,taxon rank,种
甘肃景天,taxon rank,种
甘肃假钻毛蕨,taxon rank,种
甘肃荚蒾,taxon rank,种
甘肃棘豆,taxon rank,种
甘肃山麦冬,basionym,Ophiopogon kansuensis
甘肃木蓝,topic's main category,Category:Indigofera potaninii
甘肃景天,parent taxon,景天属
甘肃假钻毛蕨,parent taxon,Paradavallodes
甘肃棘豆,subject has role,基名
甘肃多榔菊,instance of,生物分类单元
甘肃多榔菊,taxon rank,种
甘肃大戟,instance of,生物分类单元
甘肃糙苏,instance of,生物分类单元
甘肃大戟,taxon rank,种
甘肃糙苏,taxon rank,种
甘肃独活,instance of,生物分类单元
甘肃贝母,instance of,生物分类单元
甘肃翠雀花,instance of,生物分类单元
甘松,instance of,生物分类单元
甘肃大戟,parent taxon,大戟属
甘肃独活,taxon rank,种
甘肃贝母,taxon rank,种
甘肃翠雀花,taxon rank,种
甘松,taxon rank,种
甘肃柽柳,instance of,生物分类单元
甘肃糙苏,subject has role,基名
甘肃短肠蕨,instance of,生物分类单元
甘薯,instance of,生物分类单元
甘肃臭草,instance of,生物分类单元
甘青针茅,instance of,生物分类单元
甘青小蒿,instance of,生物分类单元
甘肃杜鹃,instance of,生物分类单元
甘松,parent taxon,甘松香属
甘肃柽柳,taxon rank,种
甘肃短肠蕨,taxon rank,种
甘薯,taxon rank,种
甘肃臭草,taxon rank,种
甘青针茅,taxon rank,种
甘青小蒿,taxon rank,种
甘青微孔草,instance of,生物分类单元
甘青乌头,instance of,生物分类单元
甘肃柽柳,parent taxon,红荆
甘肃短肠蕨,parent taxon,Allantodia
甘青微孔草,taxon rank,种
甘青乌头,taxon rank,属
甘青微孔草,parent taxon,微紫草属
甘青乌头,parent taxon,Delphinieae
甘青乌头,has fruit type,蓇葖果
甘青乌头,topic's main category,Category:乌头属
甘青乌头,described by source,Ottův slovník naučný
甘青乌头,described by source,Small Brockhaus and Efron Encyclopedic Dictionary
甘青乌头,described by source,Explanatory Dictionary of the Living Great Russian Language
甘青乌头,described by source,俄语百科全书
甘青乌头,described by source,Great Soviet Encyclopedia (1926–1947)
甘青乌头,described by source,大保利古典学百科全书
甘南岩蕨,instance of,生物分类单元
甘青侧金盏花,instance of,生物分类单元
甘青大戟,instance of,生物分类单元
甘南小檗,instance of,生物分类单元
甘青乌头,described by source,The Nuttall Encyclopædia
甘南岩蕨,taxon rank,种
甘青侧金盏花,taxon rank,种
甘青大戟,taxon rank,种
甘南景天,instance of,生物分类单元
甘南小檗,taxon rank,种
甘南报春,instance of,生物分类单元
甘蒙锦鸡儿,instance of,生物分类单元
甘蒙柽柳,instance of,生物分类单元
甘洛紫堇,instance of,生物分类单元
甘露子,instance of,生物分类单元
甘南岩蕨,parent taxon,Woodsia
甘青侧金盏花,parent taxon,侧金盏花属
甘青大戟,parent taxon,大戟属
甘南景天,taxon rank,种
甘南报春,taxon rank,种
甘蒙锦鸡儿,taxon rank,种
甘蒙柽柳,taxon rank,种
甘洛紫堇,taxon rank,种
甘蒙雀麦,instance of,生物分类单元
甘露子,subclass of,蔬菜
甘川紫菀,instance of,生物分类单元
甘青报春,instance of,生物分类单元
甘川铁线莲,instance of,生物分类单元
甘南景天,parent taxon,景天属
甘南报春,parent taxon,报春花属
甘川灯心草,instance of,生物分类单元
甘草属,instance of,生物分类单元
甘草叶紫堇,instance of,生物分类单元
甘草,instance of,生物分类单元
甘蒙柽柳,parent taxon,红荆
甘蒙雀麦,taxon rank,种
甘露子,taxon rank,种
甘川紫菀,taxon rank,种
甘青报春,taxon rank,种
甘川铁线莲,taxon rank,种
甘川灯心草,taxon rank,种
甘草属,taxon rank,属
甘草叶紫堇,taxon rank,种
甘草,taxon rank,种
甘蒙锦鸡儿,IUCN conservation status,无危物种
甘川紫菀,parent taxon,紫菀属
甘青报春,parent taxon,报春花属
甘草属,parent taxon,山羊豆族
甘露子,topic's main category,Category:Stachys affinis
甘川紫菀,subject has role,基名
甘川铁线莲,basionym,Clematis orientalis var. akebioides
甘草属,parent taxon,Papilionoideae
甘草,this taxon is source of,Glycyrrhizae Radix
甘露子,described by source,Great Soviet Encyclopedia (1926–1947)
甘草属,award received,Medicinal plant of the year
甘草属,topic's main category,Category:甘草属
甘草属,described by source,亚美尼亚苏维埃百科全书
干果木属,instance of,生物分类单元
干果木属,taxon rank,属
干果木属,parent taxon,无患子科
干地杜根藤,instance of,生物分类单元
盖裂木属,instance of,生物分类单元
干花豆属,instance of,生物分类单元
干果木,instance of,生物分类单元
干旱毛蕨,instance of,生物分类单元
干花豆,instance of,生物分类单元
干地绣线菊,instance of,生物分类单元
干地杜根藤,taxon rank,种
盖裂木属,taxon rank,属
干花豆属,taxon rank,属
干果木,taxon rank,种
干旱毛蕨,taxon rank,种
干花豆,taxon rank,种
干地绣线菊,taxon rank,种
盖裂果,instance of,生物分类单元
盖喉兰,instance of,生物分类单元
钙岩肋毛蕨,instance of,生物分类单元
钙生鹅观草,instance of,生物分类单元
改则棘豆,instance of,生物分类单元
干花豆属,parent taxon,崖豆藤族
干旱毛蕨,parent taxon,Cyclosorus
盖裂果,taxon rank,种
盖喉兰,taxon rank,种
钙岩肋毛蕨,taxon rank,种
钙生鹅观草,taxon rank,种
钙原小檗,instance of,生物分类单元
改则棘豆,taxon rank,种
改则雪灵芝,instance of,生物分类单元
干地杜根藤,basionym,Justicia xerophila
盖裂木属,topic's main category,Category:Talauma
干花豆属,parent taxon,Papilionoideae
干地绣线菊,basionym,Spiraea yunnanensis var. siccanea
伽蓝菜属,instance of,生物分类单元
伽蓝菜,instance of,生物分类单元
阔足巢蕨,instance of,生物分类单元
阔紫叶堇菜,instance of,生物分类单元
阔柱柳叶菜,instance of,生物分类单元
盖裂果,parent taxon,Mitracarpus
盖喉兰,parent taxon,Smitinandia
钙岩肋毛蕨,parent taxon,Ctenitis
钙原小檗,taxon rank,种
改则雪灵芝,taxon rank,种
干花豆属,topic's main category,Category:Fordia
伽蓝菜属,taxon rank,属
伽蓝菜,taxon rank,种
阔足巢蕨,taxon rank,种
阔紫叶堇菜,taxon rank,种
阔柱柳叶菜,taxon rank,种
盖喉兰,basionym,Saccolabium micranthum
钙生鹅观草,subject has role,基名
伽蓝菜属,parent taxon,Kalanchoideae
阔足巢蕨,parent taxon,Neottopteris
伽蓝菜属,uses,景天酸代谢
伽蓝菜,basionym,Cotyledon laciniata
伽蓝菜属,topic's main category,Category:伽蓝菜属
伽蓝菜,topic's main category,Category:Kalanchoe laciniata
阔羽叉蕨,instance of,生物分类单元
阔羽叉蕨,taxon rank,种
阔羽叉蕨,parent taxon,Tectaria
阔叶樟,instance of,生物分类单元
阔叶杨桐,instance of,生物分类单元
阔叶竹茎兰,instance of,生物分类单元
阔羽肠蕨,instance of,生物分类单元
阔叶竹桃,instance of,生物分类单元
阔叶樟,taxon rank,种
阔叶杨桐,taxon rank,种
阔叶竹茎兰,taxon rank,种
阔羽肠蕨,taxon rank,种
阔叶竹桃,taxon rank,种
阔叶五层龙,instance of,生物分类单元
阔叶娃儿藤,instance of,生物分类单元
阔羽肠蕨,parent taxon,Diplaziopsis
阔叶五层龙,taxon rank,种
阔叶肖榄,instance of,生物分类单元
阔叶原始观音座莲,instance of,生物分类单元
阔叶娃儿藤,taxon rank,种
阔叶小檗,instance of,生物分类单元
阔叶瓦韦,instance of,生物分类单元
阔叶樟,basionym,Machilus platyphylla
阔叶竹桃,basionym,Cerbera ahouai
阔叶十大功劳,instance of,生物分类单元
阔叶省藤,instance of,生物分类单元
阔叶肖榄,taxon rank,种
阔叶原始观音座莲,taxon rank,种
阔叶小檗,taxon rank,种
阔叶瓦韦,taxon rank,种
阔叶十大功劳,taxon rank,种
阔叶省藤,taxon rank,种
阔叶山麦冬,instance of,生物分类单元
阔叶箬竹,instance of,生物分类单元
阔叶蒲桃,instance of,生物分类单元
阔叶猕猴桃,instance of,生物分类单元
阔叶鳞盖蕨,instance of,生物分类单元
阔叶原始观音座莲,parent taxon,Archangiopteris
阔叶瓦韦,parent taxon,Lepisorus
阔叶景天,instance of,生物分类单元
阔叶鸡藤,instance of,生物分类单元
阔叶省藤,parent taxon,省藤属
阔叶山麦冬,taxon rank,种
阔叶箬竹,taxon rank,种
阔叶蒲桃,taxon rank,种
阔叶猕猴桃,taxon rank,种
阔叶鳞盖蕨,taxon rank,种
阔叶小檗,basionym,Berberis yunnanensis var. platyphylla
阔叶瓦韦,basionym,Polypodium tosaense
阔叶景天,taxon rank,种
阔叶鸡藤,taxon rank,种
阔叶十大功劳,basionym,Berberis bealei
阔叶山麦冬,parent taxon,山麦冬属
阔叶猕猴桃,parent taxon,猕猴桃属
阔叶鳞盖蕨,parent taxon,Microlepia
阔叶景天,parent taxon,景天属
阔叶鸡藤,parent taxon,省藤属
阔叶山麦冬,basionym,Ophiopogon muscari
阔叶箬竹,basionym,Arundinaria latifolia
阔叶山麦冬,topic's main category,Category:Liriope muscari
阔叶稻,instance of,生物分类单元
阔叶稻,taxon rank,种
阔鞘岩风,instance of,生物分类单元
阔舌大丁草,instance of,生物分类单元
阔叶稻,IUCN conservation status,无危物种
阔鞘岩风,taxon rank,种
阔舌大丁草,taxon rank,种
阔叶带唇兰,instance of,生物分类单元
阔片乌蕨,instance of,生物分类单元
阔叶桉,instance of,生物分类单元
阔叶带唇兰,taxon rank,种
阔片乌蕨,taxon rank,种
阔叶茶藨子,instance of,生物分类单元
阔叶桉,taxon rank,种
阔鞘小芹,instance of,生物分类单元
阔片里白,instance of,生物分类单元
阔托叶耳草,instance of,生物分类单元
阔片金星蕨,instance of,生物分类单元
阔蕊兰属,instance of,生物分类单元
阔片角蕨,instance of,生物分类单元
阔片乌蕨,parent taxon,Stenoloma
阔叶茶藨子,taxon rank,种
阔叶桉,parent taxon,桉树
阔鞘小芹,taxon rank,种
阔片里白,taxon rank,种
阔叶带唇兰,basionym,Ania latifolia
阔托叶耳草,taxon rank,种
阔片金星蕨,taxon rank,种
阔蕊兰属,taxon rank,属
阔片假毛蕨,instance of,生物分类单元
阔片角蕨,taxon rank,种
阔片短肠蕨,instance of,生物分类单元
阔鳞瘤蕨,instance of,生物分类单元
阔叶茶藨子,parent taxon,茶藨子科
阔叶桉,topic's main category,Category:Eucalyptus platyphylla
阔片里白,parent taxon,Hicriopteris
阔鳞鳞毛蕨,instance of,生物分类单元
阔鳞肋毛蕨,instance of,生物分类单元
阔鳞耳蕨,instance of,生物分类单元
阔裂叶羊蹄甲,instance of,生物分类单元
阔片金星蕨,parent taxon,Parathelypteris
阔蕊兰属,parent taxon,Orchidinae
阔片假毛蕨,taxon rank,种
阔片角蕨,parent taxon,Cornopteris
阔片短肠蕨,taxon rank,种
阔鳞瘤蕨,taxon rank,种
阔叶茶藨子,has fruit type,浆果
阔鳞鳞毛蕨,taxon rank,种
阔鳞肋毛蕨,taxon rank,种
阔鳞耳蕨,taxon rank,种
阔裂叶羊蹄甲,taxon rank,种
阔镰鞭叶蕨,instance of,生物分类单元
阔蜡瓣花,instance of,生物分类单元
阔荚苜蓿,instance of,生物分类单元
阔托叶耳草,subject has role,基名
阔蕊兰属,topic's main category,Category:阔蕊兰属
阔片假毛蕨,parent taxon,Pseudocyclosorus
阔片短肠蕨,parent taxon,Allantodia
阔鳞瘤蕨,parent taxon,Phymatosorus
阔鳞肋毛蕨,parent taxon,Ctenitis
阔鳞耳蕨,parent taxon,Polystichum
阔镰鞭叶蕨,taxon rank,种
阔蜡瓣花,taxon rank,种
阔荚苜蓿,taxon rank,种
阔片假毛蕨,basionym,Thelypteris latiloba
阔片短肠蕨,basionym,Athyrium matthewii
阔鳞瘤蕨,basionym,Microsorum hainanense
阔镰鞭叶蕨,parent taxon,Cyrtomidictyum
阔镰鞭叶蕨,basionym,Nephrodium faberi
阔萼堇菜,instance of,生物分类单元
阔萼堇菜,taxon rank,种
阔萼凤仙花,instance of,生物分类单元
阔萼凤仙花,taxon rank,种
阔唇羊耳蒜,instance of,生物分类单元
阔盖粉背蕨,instance of,生物分类单元
阔刺兔唇花,instance of,生物分类单元
阔果山桃草,instance of,生物分类单元
阔唇羊耳蒜,taxon rank,种
阔盖粉背蕨,taxon rank,种
阔刺兔唇花,taxon rank,种
阔翅巢蕨,instance of,生物分类单元
阔齿铁角蕨,instance of,生物分类单元
阔带凤丫蕨,instance of,生物分类单元
阔柄蟹甲草,instance of,生物分类单元
阔柄橐吾,instance of,生物分类单元
阔萼粉报春,instance of,生物分类单元
阔基凤丫蕨,instance of,生物分类单元
阔唇羊耳蒜,parent taxon,羊耳蒜属
阔盖粉背蕨,parent taxon,Aleuritopteris
阔翅巢蕨,taxon rank,种
阔齿铁角蕨,taxon rank,种
阔带凤丫蕨,taxon rank,种
阔柄蟹甲草,taxon rank,种
阔柄橐吾,taxon rank,种
阔萼粉报春,taxon rank,种
阔基凤丫蕨,taxon rank,种
阔花早熟禾,instance of,生物分类单元
