iplantitem1,relation,iplantitem2
角茴香,功用,全草入药，有清火解热和镇咳之功效。治咽喉炎、气管炎、目赤...
细果角茴香,功用,全草入药，治感冒、咽喉炎、急性结膜炎，还治头痛、四肢关节...
黄海棠,功用,全草药用，主治吐血、子宫出血、外伤出血、疮疖痈肿、风湿、...
赶山鞭,功用,民间用全草代茶叶用；全草又可入药，捣烂治跌打损伤或煎服作...
地耳草,功用,全草入药，能清热解毒，止血消肿，治肝炎、跌打损伤以及疮毒...
金丝桃,功用,花美丽，供观赏；果实及根供药用，果作连翘代用品，根能祛风...
金丝梅,功用,花供观赏；根药用，能舒筋活血、催乳、利尿。
密腺小连翘,功用,药用全草，功能调经活血，解毒消肿。
枪刀药,功用,全草入药，有消炎散淤、止血止咳之效，可治肺结核咳血、支气...
夜花藤,功用,根含limacine和防己醇灵碱 (fanchinoline) 等多种生物碱。民...
山香,功用,全草入药，内服或外用，治赤白痢、乳腺炎、痈疽、感冒发烧、...
神香草属,功用,据报道本属植物主要作为药用，亦是蜜源及芳香油植物，芳香油...
腰骨藤,功用,1. 腰骨藤（华南）犁田公藤、羊角藤、勾临链（广东海南）
少花腰骨藤,功用,树皮药用，有宽筋活血之效。
冬青属,功用,本属植物多为常绿树种，树冠优美、果实通常红色光亮，长期宿...
满树星,功用,本种之根皮入药，有清热解毒、止咳化痰之功效。种子含油11.5...
枸骨,功用,本种之树形美丽，果实秋冬红色，挂于枝头，与欧洲之圣诞树Il...
大叶冬青,功用,本种的木材可作细木原料、树皮可提栲胶，叶和果可入药；植株...
长梗冬青,功用,本变种的根药用，有固精、止血之功效；用于遗精、月经过多、...
猫儿刺,功用,本种的树皮含小檗碱，可作黄连制剂的代用品；叶和果入药，有...
铁冬青,功用,本种叶和树皮入药，凉血散血，有清热利湿、消炎解毒，消肿镇...
地枫皮,功用,皮为祛风除湿中药，主治风湿性关节痛、腰肌劳损等症。
假地枫皮（原变种）,功用,广西桂林地区曾收购本种和大八角 I. majus Hook. f. et Thom...
红毒茴,功用,果和叶有强烈香气，可提芳香油，为高级香料的原料。据浙江分...
粤中八角,功用,本种与红茴香 Illicium henryi Diels区别是本种的叶厚，革质...
心叶青藤,功用,2.心叶青藤 牛尾参（四川会东），翼果藤（四川凉山），黄鳝...
多毛青藤,功用,云南元谋民间药用根，作牲畜滋补药。
大花青藤,功用,4.大花青藤 青藤、红豆七（云南龙陵），通气跌打（云南沧源...
小花青藤,功用,根药用，有驱风除湿之效，治疗风湿骨痛。
大叶凤仙花,功用,全草入药，有散瘀、通经之功效，治风湿、跌打内伤和月经不调...
锐齿凤仙花,功用,花可入药。有通经活血、利尿之功效，治经闭腹痛、产后瘀血、...
凤仙花,功用,民间常用其花及叶染指甲。茎及种子入药。茎称“凤仙透骨草”...
华凤仙,功用,全草入药，有清热解毒、消肿拔脓、活血散瘀之功效。用于治肺...
鸡肉参,功用,9.鸡肉参（丽江）土地黄、波罗花、红花角篙（丽江），土生地...
大花鸡肉参,功用,根、叶治产后乳少，久病虚弱，头晕、贫血。
藏波罗花,功用,根入药，性味温甘淡，滋补强壮，可治产后少乳、久病虚弱、头...
木蓝属,功用,本属植物可供观赏、绿肥、饲料、染料或药用。但有些种则具毒...
多花木蓝,功用,全草入药，有清热解毒、消肿止痛之效。
河北木蓝,功用,全草药用，能清热止血、消肿生肌，外敷治创伤。
苏木蓝,功用,根供药用，有清热补虚的效果。
宁波木蓝,功用,根供药用；嫩叶作饲料，全草作绿肥。
长穗木蓝,功用,根供药用，能清凉解表、活血祛瘀。
马棘,功用,65.马棘（救荒本草）狼牙草、野蓝枝子（四川）图版92: 1-8
远志木蓝,功用,据《广西民间草药》记载，根煎服，治腹部胀痛。
野青树,功用,叶可提取蓝靛；全草药用，治喉炎。
木蓝,功用,叶供提取蓝靛染料，又入药，能凉血解毒、泻火散郁；根及茎叶...
箬竹属,功用,本属竹种以叶片宽大可用来裹粽子，使之有特殊清香味。此外，...
旋覆花属,功用,本属有多种植物常供药用。
绿萼凤仙花,功用,此植物在广西俗称“金耳环”，民间用以消热消肿，治疥疮，用...
棒凤仙花,功用,全草入药，有清凉、消肿之功效，用于治痈疮肿毒。
蓝花凤仙花,功用,据文献载，全草入药，有活血化瘀、解毒消肿之功效。用于舒筋...
毛凤仙花,功用,全草入药，有消炎、散瘀、解毒之功效，用于舒筋活络，跌打损...
细柄凤仙花,功用,全草入药，治痨伤、妇女气血不和。
路南凤仙花,功用,全草入药，用于舒筋活络、跌打肿痛及蛇咬伤。
湖北凤仙花,功用,据《中国民族药志》记载，本种根、茎药用，具祛风除湿、散瘀...
滇水金凤,功用,据《滇南本草》载：“水金凤，味辛，性寒。洗湿（热）、筋骨...
角蒿属,功用,本属多数种类花大而颜色鲜艳，可引种栽培，供庭园观赏，少数...
两头毛,功用,3.两头毛（云南植物志）毛子草几（中国高等植物图鉴），千把...
密生波罗花,功用,在青海、西藏等地，花、种子、根均入药，治胃病、黄疽、消化...
红波罗花,功用,根入药，治产后少乳、体虚、久病虚弱、头晕、贫血，有滋补强...
黄波罗花,功用,根入药，有滋补作用。
欧亚旋覆花,功用,此种供药用。
土木香,功用,据牧野、中尾、末村等考订，蜀本草和本草所载的土木香应是此...
水朝阳旋覆花,功用,水朝阳旋覆花全株供药用。
大花锈毛旋覆,功用,锈毛旋覆花在西藏供药用，治肌肉神经痛。
旋覆花,功用,我国通称的旋覆花应是此种，供药用。根及叶治刀伤、疔毒，煎...
线叶旋覆花,功用,供药用，功效大致与上种同。
翼茎羊耳菊,功用,全草供药用，为治脉管炎主药。
总状土木香,功用,本种在我国也常栽培，可能从印度移入，含有丰富的土木香粉，...
大果微花藤,功用,广西用根治肾炎。
微花藤,功用,广西用根治风湿痛。
厚藤,功用,茎、叶可做猪饲料；植株可作海滩固沙或覆盖植物。全草入药，...
血苋,功用,茎、叶入药，治吐血；广西农民有用其叶染红糯米饭。
鸢尾科,功用,本科植物以花大、鲜艳、花型奇特而著称，且栽培历史悠久，园...
单苞鸢尾,功用,民间用其根状茎治疗毒蛇咬伤，疗效显著，又内服能润肠、通便...
扁竹兰,功用,根状茎供药用，治急性扁桃腺炎及急性支气管炎。
尼泊尔鸢尾,功用,据《尼泊尔药用植物》一书记载，根部入药，内服有轻泻、利尿...
野鸢尾,功用,本种植物的根状茎不可代替射干入药。
蝴蝶花,功用,为民间草药，用于清热解毒、消瘀逐水，治疗小儿发烧、肺病咳...
马蔺,功用,马蔺习性耐盐碱、耐践踏，根系发达，可用于水土保持和改良盐...
薄叶鸢尾,功用,根状茎可作泻药用。
香根鸢尾,功用,本种植物的根状茎可提取香料，用于制造化妆品或作为药品的矫...
鸢尾,功用,根状茎治关节炎、跌打损伤、食积、肝炎等症。对氟化物敏感，...
菘蓝属,功用,有些种的叶可作蓝色染料；有些种的叶及根供药用；种子榨油供...
菘蓝,功用,根（板蓝根）、叶（大青叶）均供药用，有清热解毒、凉血消斑...
欧洲菘蓝,功用,2. 欧洲菘蓝
扁果草属,功用,东北扁果草的块根可供药用。
东北扁果草,功用,块根药用，在黑龙江一带作天葵子的代用品。
抱茎小苦荬,功用,全草入药，清热解毒，有凉血、活血之功效。
苦荬菜,功用,全草入药，具清热解毒、去腐化脓、止血生机功效；可治疗疮、...
白萼素馨,功用,植株药用治跌打损伤。
密花素馨,功用,39．密花素馨（植物分类学报）清明花、断肠草（云南）
丛林素馨,功用,植株的根皮外用民间治疥疮。
扭肚藤,功用,叶在民间用来治疗外伤出血、骨折。
桂叶素馨,功用,植株药用可治刀伤、蛇伤、痈疮肿毒等。
厚叶素馨,功用,植株药用可治口腔炎。
茉莉花,功用,本种的花极香，为著名的花茶原料及重要的香精原料；花、叶药...
亮叶素馨,功用,根药用，具强壮、健胃的功效。
麻疯树,功用,种子含油量高，油供工业或医药用。
灯心草科,功用,本科植物有少数种类供药用及编织器具，如灯心草的茎髓供药用...
灯心草,功用,茎内白色髓心除供点灯和烛心用外，入药有利尿、清凉、镇静作...
米易灯心草,功用,民间用根状茎入药。
欧洲刺柏,功用,木材坚硬，边材黄白色，心材淡褐色，纹理致密，耐腐力强。可...
杜松,功用,木材坚硬，边材黄白色，心材淡褐色，纹理致密，耐腐力强。可...
异形南五味子,功用,藤及根称鸡血藤，药用，行气止痛，祛风除湿，治风湿骨痛、跌...
凤庆南五味子,功用,根及茎为云南鸡血藤药用，补血行血，通经络。
日本南五味子,功用,果供药用。根及茎称红骨蛇，主治蛇咬伤，有止渴、解热、镇痛...
南五味子,功用,根、茎、叶、种子均可入药；种子为滋补强壮剂和镇咳药，治神...
海南三七,功用,花美丽，芳香，可供观赏；据记载亦可供药用，能治跌打损伤。
伽蓝菜,功用,全草药用，有解毒、散瘀之效。
棣棠花属,功用,美丽的观赏植物，供庭园绿化和药用。
棣棠花,功用,1.棣棠花 鸡蛋黄花、土黄条（陕西）
重瓣棣棠花,功用,茎髓作为通草代用品入药，有催乳利尿之效。
非洲楝,功用,本植物除用作庭园树和行道树外，木材尚可作胶合板的材料；叶...
红芽大戟,功用,据报道在柬埔寨有用作酿酒促发酵剂，其根有泄脏腑水湿和利小...
红大戟,功用,其根入药，主治水肿、腹胀、痰饮积聚。使用时注意用量，因其...
复羽叶栾树,功用,根入药，有消肿、止痛、活血、驱蛔之功，亦治风热咳嗽，花能...
栾树,功用,耐寒耐旱，常栽培作庭园观赏树。木材黄白色，易加工，可制家...
云南蕊木,功用,云南民间有用其树皮煎水治水肿；果实、叶有消炎止痛舒筋活络...
长萼鸡眼草,功用,全草药用，能清热解毒、健脾利湿；又可作饲料及绿肥。
鸡眼草,功用,全草供药用，有利尿通淋、解热止痢之效；全草煎水，可治风疹...
唇形科,功用,本科植物以富含多种芳香油而著称，其中有不少芳香油成份可供...
扁豆,功用,本种花有红白两种，豆荚有绿白、浅绿、粉红或紫红等色。嫩荚...
小葫芦,功用,本变种果实药用，成熟后外壳木质化，可作儿童玩具。种子油可...
银薇,功用,花色鲜艳美丽，花期长，寿命长，树龄有达200年的，现热带地...
大花紫薇,功用,花大，美丽，常栽培庭园供观赏；木材坚硬，耐腐力强，色红而...
南紫薇,功用,材质坚密，可作家具、细工及建筑用，也可作轻便铁枕木；花供...
夏至草,功用,云南有些地方用全草入药，据云功用同益母草。
独一味,功用,民间用全草入药，治跌打损伤、筋骨疼痛、气滞闪腰、浮肿后流...
马缨丹,功用,花美丽，我国各地庭园常栽培供观赏。根、叶、花作药用，有清...
马缨丹族,功用,全草供药用，性凉，味微苦，有凉血、散瘀、通经、清热、解毒...
艾麻属,功用,本属植物的茎皮纤维可制绳索和代麻原料；刺毛有毒，解毒办法...
艾麻,功用,韧皮纤维可制绳索和代麻用；根药用，有祛风湿，解毒消肿之效...
葡萄叶艾麻,功用,根入药，治胃痛。
异刺鹤虱,功用,东北地区以该植物的果实入药作鹤虱用，能消炎杀虫。
散沫花,功用,花极香，除栽于庭园供观赏外，其叶可作红色染料，花可提取香...
浮萍,功用,为良好的猪饲料、鸭饲料；也是草鱼的饵料。入药能发汗、利水...
浮萍科,功用,本科大多数种类繁殖快，蛋白质含量高，为常用的饲料，猪和家...
狸藻科,功用,黄花狸藻Utricularia aurea狸藻U. vulgaris、南方狸藻U. au…
松毛火绒草,功用,此种在云南蒙自叫小地松，药用。
艾叶火绒草,功用,中甸用此草治扁桃腺炎、咽炎极有效，名为“蛾药”，干时有香...
美头火绒草湿生变种,功用,本变种在青海地区供药用，全株磨成粉末作外附剂，治风湿病。
火绒草,功用,全草药用，治疗蛋白尿及血尿有效。
白花益母草,功用,全草入药，有效成分为益母草素（Leonurin），内服可使血管扩...
白花錾菜,功用,陕西用全草入药，治产后腹痛。
鳞花草,功用,据《海南植物志》载，全株入药，治眼病、蛇伤、伤口感染、皮...
宽叶独行菜,功用,6. 宽叶独行菜（中国高等植物图鉴）
光果宽叶独行菜,功用,陕西北部和甘肃有些地方，用本变种的种子作葶苈子入药。
家独行菜,功用,为新疆民族药，和蚯蚓配合治肠胃病。
北美独行菜,功用,种子入药，有利水平喘功效，也作葶苈子用；全草可作饲料。
披针骨牌蕨,功用,全草药用，能清热、除湿、止血，治风湿关节痛、外伤出血等。
抱石莲,功用,全草入药，凉血解毒，治瘰疬等症。
细蒴苣苔属,功用,本属与短筒苣苔属Boeica Clarke相近缘，但后者叶互生，花冠...
厚叶雀舌木,功用,叶供药用，可治皮肤溃疡，用于止血等。
蓝堇草属,功用,可供药用。
蓝堇草,功用,药用，可治疗心血管疾病，有时用于治疗胃肠道疾病和伤寒（东...
薄蒴草,功用,花期全草药用，有利肺、托疮功效。
铁马鞭,功用,全株药用，有祛风活络、健胃益气安神之效。
绒毛胡枝子,功用,水土保持植物，又可做饲料及绿肥；根药用，健脾补虚，有增进...
绣球防风,功用,根入药，治肝气郁结，风湿麻木疼痛，痢疾，小儿疳积，皮疹，...
卵叶白绒草,功用,云可治癔病（据Briquet）。
疏毛,功用,全草入药，研成粉末，冲开水服，有驱寒发表之功，外用又可以...
绉面草,功用,全草入药，民间用于治感冒、咳嗽、风火牙痛、肠胃不适及百日...
鬼吹箫,功用,1. 鬼吹箫（中国高等植物图鉴）云通（西藏）
狭落鬼吹箫,功用,云南民间用叶作凉药。
岩风,功用,根部入药，称长虫七，能发散风寒、祛风湿、镇痛、健脾胃、止...
鹿蹄橐吾,功用,本种在云南作为紫菀入药。
藁本属,功用,本属植物多药用种类，如川芎、藁本等传统药久已广为栽培。
川芎,功用,根茎供药用，功能行气开郁，祛风燥湿，活血止痛，治头痛旋晕...
辽藁本,功用,根及根茎供药用，散风寒燥湿，治风寒头痛、寒湿腹痛、泄泻，...
藁本,功用,根茎供药用，为我国传统药，散风寒燥湿，治风寒头痛、寒湿腹...
细叶藁本,功用,根及根茎供药用，称“火藁本”，散风寒燥湿，治风寒头痛、寒...
小叶女贞,功用,叶入药，具清热解毒等功效，治烫伤、外伤；树皮入药治烫伤。
小蜡,功用,19．小蜡（植物名实图考）黄心柳（云南），水黄杨（湖北），...
山胡椒,功用,木材可作家具；叶、果皮可提芳香油；种仁油含月桂酸，油可作...
三桠乌药,功用,25.三桠乌药（中国树木分类学、中国高等植物图鉴、秦岭植物...
香粉叶,功用,枝、叶、树皮含芳香油及胶质。广西民间将叶粉调入猪饲习韦使...
山橿,功用,根药用，性温，味辛，可止血、消肿、止痛；治胃气痛、疥癣、...
长蒴母草,功用,全草可药用。
泥花草,功用,全草可药用。
母草,功用,全草可药用。
旱田草,功用,全草可药用。
粘毛母草,功用,全草可入药。
枫香树属,功用,本属各种的树脂及茎、叶、果实可供药用。树脂为苏合香或其代...
枫香树,功用,树脂供药用，能解毒止痛，止血生肌；根、叶及果实亦入药，有...
鹅掌楸,功用,木材淡红褐色、纹理直，结构细、质轻软、易加工，少变形，干...
山麦冬属,功用,山麦冬和禾叶山麦冬有栽培，其小块根亦作中药麦冬用；有的种...
紫草,功用,根含紫草素，可入药，治麻疹不透、斑疹、便秘、腮腺炎等症；...
淡黄花百合,功用,鳞茎可入药。
补血草属,功用,本属有些种为民间草药；某些根部肥大的草本可作鞣料。本属的...
星毛补血草,功用,花萼和根为民间草药。主要为以花萼治妇女月经不调、鼻衄、带...
大叶补血草,功用,本种植物的根部含单宁较多（10-18%），新疆民间传统用以鞣革...
柳穿鱼,功用,药用，全草可治风湿性心脏病（《江苏医药》1975年第1期）。
山胡椒属,功用,不少种类含芳香油，可做香料及药用。种子含脂肪，可供制肥皂...
乌药,功用,39.乌药（开宝本草）鳑毗树（本草纲目），铜钱树（浙江、江...
小叶乌药,功用,根药用，消肿止痛，可治跌打，也可代乌药，作散寒理气健胃药...
江南山梗菜（原变种）,功用,根供药用，治痈肿疮毒、胃寒痛；全草治毒蛇咬伤。
线萼山梗菜,功用,根、叶或带花全草入药。性味功能与山梗菜 L. sessilifolia ...
西南山梗菜,功用,根或全草入药。有剧毒；可用于消炎、止痛、解毒和杀虫，治风...
山梗菜,功用,根、叶或全草入药。有小毒；宣肺化痰、清热解毒、利尿消肿，...
马钱科,功用,本科马钱属、钩吻属和醉鱼草属等植物均有毒，尤以马钱子 Str...
忍冬属,功用,属内有不少药用植物和有观赏价值的绿化植物。金银花是具有悠...
淡红忍冬,功用,71. 淡红忍冬（植物分类学报）巴东忍冬（中国高等植物图鉴）...
滇西忍冬,功用,本种的花供药用，为云南盈江县“金银花”的主要来源。
华南忍冬,功用,本种花供药用，为华南地区“金银花”中药材的主要品种，有清...
匍匐忍冬,功用,四川武隆县民间栽培，以其花治风湿。
水忍冬,功用,本种的花蕾、茎和叶具有清热解毒的作用，花蕾在广西扶绥县作...
刚毛忍冬,功用,花蕾供药用，功能清热解毒，新疆民间用以治感冒、肺炎等症。
菰腺忍冬,功用,82. 菰腺忍冬（新拟）红腺忍冬（中国高等植物图鉴），大银花...
净花菰腺忍冬,功用,本种的花蕾供药用，在广西、广东、湖南和贵州等省区均作“金...
卵叶忍冬,功用,西藏民间有用本种的花作清热解毒药的。
小花紫草,功用,新疆民间用全草煎水外洗，能治疗关节炎。
梓木草,功用,果实供药用。消肿、止痛，治疔疮、支气管炎、消化不良等症。
天目木姜子,功用,木材带黄色，重而致密，可供家具等用；果实和根皮，民间用来...
豹皮樟,功用,民间用根治疗胃脘胀痛。
钝叶山鸡椒,功用,本种木材材质中等，耐湿不蛀，但易劈裂，可供普通家具和建筑...
潺槁木姜子,功用,15.潺槁木姜子（海南植物志）潺槁树，油槁树，胶樟，青野槁
毛叶木姜子,功用,果可提芳香油，出油率3-5％；种子含脂肪油25％，属不干性油...
假柿木姜子,功用,木材可作家具等用。种仁含脂肪油30.33％，供工业用。叶民间...
豺皮樟,功用,种子含脂肪油63-80％，可供工业用。叶、果可提芳香油，根含...
轮叶木姜子,功用,本种萌发力很强，材质较坚，常作薪炭材。根、叶甘凉，民间用...
蒲葵,功用,本种在广东新会县栽培较多，用其嫩叶编制葵扇；老叶制蓑衣等...
西藏洼瓣花,功用,本种鳞茎供药用。内服祛痰止咳，外用治痈肿疮毒及外伤出血。
半边莲,功用,全草可供药用，含多种生物碱，主要为：山梗菜碱 (lobeline)...
灰毡毛忍冬,功用,花入药，为“金银花”中药材的主要品种之一，主产湖南和贵州...
短柄忍冬,功用,花入药，贵州民间用来治鼻出血、吐血及肠热等症。
皱叶忍冬,功用,花供药用，在江西上犹县作“金银花”收购，但产量甚少。
细毡毛忍冬,功用,92. 细毡毛忍冬（植物分类学报）细苞忍冬（拉汉种子植物名称...
峨眉忍冬,功用,此变种的花在四川旺苍、江油等县作“金银花”收购入药。
盘叶忍冬,功用,花蕾和带叶嫩枝供药用，有清热解毒的功效。花在贵州印江收购...
淡竹叶,功用,叶为清凉解热药，小块根作药用。
中华淡竹叶,功用,本种膨大之块根和叶均作药用。
北桑寄生,功用,枝、叶民间作桑寄生入药。
檵木,功用,本种植物可供药用。叶用于止血，根及叶用于跌打损伤，有去瘀...
血叶兰,功用,本种植物又称金线莲，全草民间作药用。
水龙,功用,全草入药，清热解毒，利尿消肿，也可治蛇咬伤；也可作猪饲料...
假柳叶菜,功用,嫩枝叶可作饲料，全草入药，有清热利水之效，治痢疾效果显著...
草龙,功用,全草入药，能清热解毒、去腐生肌之效，可治感冒、咽喉肿痛、...
广东丝瓜,功用,果嫩时作菜蔬，成熟后网状纤维即丝瓜络药用，能通经络。
剪秋罗属,功用,本属植物多数种的花较大，美丽，常栽培于庭园作观赏花卉；部...
剪春罗,功用,根或全草入药，治感冒、风湿关节炎或腹泻。外用治带状疱疹。
剪红纱花,功用,全草或根入药，治跌打损伤、热淋、小便不利、感冒、风湿关节...
海金沙,功用,据李时珍本草细目，本种“甘寒无毒。主治：通利小肠，疗伤寒...
短萼仪花,功用,本种木材黄白色，坚硬，是优良建筑用材。根、茎、叶亦可入药...
仪花,功用,本种根、茎、叶有小毒，能散瘀消肿，止血止痛。可治跌打损伤...
泽珍珠菜,功用,全草入药。广西民间用全草捣烂，敷治痈疮和无名肿毒。
过路黄,功用,本种为民间常用草药，功能为清热解毒，利尿排石。治胆囊炎、...
露珠珍珠菜,功用,全草药用。湖南民间用以治疗肺结核和跌打损伤。
临时救,功用,全草入药，治风寒头痛、咽喉肿痛、肾炎水肿、肾结石、小儿疳...
延叶珍珠菜,功用,全草药用，有消肿止痛之效。广西民间用以治跌打损伤、疔毒等...
灵香草,功用,全草干后芳香，旧时民间妇女用以浸油梳发或置入箱柜中薰衣物...
红根草,功用,民间常用草药。功能为清热利湿，活血调经。主治感冒、咳嗽咯...
三叶香草,功用,根供药用，有解毒、补肾、宁神、化痰之效。治风湿、跌打、骨...
轮叶过路黄,功用,全草入药，主治肺结核咯血、高血压及毒蛇咬伤。
长蕊珍珠菜,功用,云南、广西民间用全草捣烂敷治乳房红肿、无名肿毒、风湿痛、...
长梗过路黄,功用,安徽民间用全草煎汤服，治疟疾。
吊石苣苔属,功用,吊石苣苔等可供药用。
桂黔吊石苣苔,功用,根皮供药用，治风湿骨痛。
吊石苣苔,功用,22.吊石苣苔（中国高等植物图鉴）石吊兰（植物名实图考），...
宽叶吊石苣苔,功用,全株供药用，治骨折等症。
千屈菜属,功用,本属多具有大的花序和紫红色的花，常栽培于花坛；有些种类根...
千屈菜,功用,本种为花卉植物，华北、华东常栽培于水边或作盆栽，供观赏，...
朝鲜槐,功用,2.朝鲜槐（中国主要植物图说??豆科）山槐（东北），高丽槐 ...
毛叶怀槐,功用,边材红白色，心材黑褐色，材质致密，稍坚重，有光泽，可作建...
红楠,功用,红楠边材淡黄色，心材灰褐色，硬度适中，气干比重0.62，绝对...
博落回,功用,全草有大毒，不可内服，入药治跌打损伤、关节炎、汗斑、恶疮...
小果博落回,功用,全草入药，有毒，不能内服，外用治一切恶疮及皮肤病；也可作...
短梗大参,功用,本种为民间草药，治骨折、风湿关节炎。
鞘花,功用,全株药用，广东、广西民间以寄生于杉树上的为佳品，称“杉寄...
鲫鱼胆,功用,全株供药用，有消肿去腐、生肌接骨的功效，用于跌打刀伤，亦...
木兰属,功用,本属植物种类经济价值大，不少乔木种类材质优良，是我国北纬...
望春玉兰,功用,花可提出浸膏作香精；本种为优良的庭园绿化树种。亦可作玉兰...
夜香木兰,功用,本种枝叶深绿婆娑 ，花朵纯白，入夜香气更浓郁。为华南久经...
荷花玉兰,功用,花大，白色，状如荷花，芳香，为美丽的庭园绿化观赏树种，适...
日本厚朴,功用,木材轻软，纹理细致，供建筑、家具、乐器、刀鞘。花大，色香...
紫玉兰,功用,本种与玉兰同为我国两千多年的传统花卉，我国各大城市都有栽...
凹叶厚朴,功用,木材供板料、家具、雕刻、细木工、乐器、铅笔杆等用。树皮入...
罗田玉兰,功用,本种树皮为药用辛夷的代用品。
长喙厚朴,功用,本种主要化学成分为异厚朴酚、厚朴酚、厚朴碱和挥发油，这与...
天女木兰,功用,木材可制农具，花可提取芳香油。花色美丽，具长花梗，随风招...
圆叶玉兰,功用,皮药用为厚朴的代用品。
西康玉兰,功用,树皮药用，称“川姜朴”，为厚朴代用品。树皮含挥发油0.30-0...
鄂西十大功劳,功用,根可作黄色染料。也可供药用。
十大功劳,功用,全株可供药用。有清热解毒、滋阴强壮之功效。
细柄十大功劳,功用,根可入药，具清热解毒、散瘀消肿的功效，用于目赤肿痛、痛肿...
锦葵,功用,花供园林观赏，地植或盆栽均宜；其花白色的常入药用。
赛葵,功用,全草入药，配十大功劳可治疗肝炎病；叶治疮疖。
木莲,功用,木材供板料、细工用材；果及树皮入药，治便闭和干咳。
巴东木莲,功用,树皮为中药厚朴代用品。
欧夏至草,功用,为一药用植物，西欧各国多栽培，变异甚大，在医药上用在治疗...
大白药,功用,植株有毒，但可供药用，云南民间有用其治外伤出血、接骨、疮...
华西龙头草-梗花变种,功用,民间用全草入药，治腹泻。
华西龙头草-走茎变种,功用,民间用全草入药，治风寒感冒，又外敷治蛇伤。
高河菜,功用,1. 高河菜（植物名实图考）
野牡丹,功用,根、叶可消积滞、收敛止血，治消化不良、肠炎腹泻、痢疾便血...
楝,功用,本植物在湿润的沃土上生长迅速，对土壤要求不严，在酸性土、...
川楝,功用,采其熟后的果实晒干，叫川楝子、金铃子或川楝实，内含川楝素...
百灵草,功用,根或全株可药用，云南民间有用作治骨折、外伤出血、风湿、跌...
海枫屯,功用,药用全株，有舒经通络、散寒、除湿、止痛之功效。
牛奶菜,功用,全株供药用，民间用作壮筋骨，治跌打，利肠健胃。
通光散,功用,著名纤维植物，含纤维素91.5%，纤维长度达30毫米，常作弓弦...
假防己,功用,本种学名颇多传误。一因其拉丁种名谓有“绒毛”之意，但实在...
苹,功用,全草入药，清热解毒，利水消肿，外用治疮痈，毒蛇咬伤。
母菊,功用,北京和上海庭园有栽培，供观赏。但上海亦见有逸生。欧洲、亚...
密花美登木,功用,在产地民间用叶捣烂泡酒，外敷及内服治跌打、扭伤及腰痛。
广西美登木,功用,广西民间用枝叶做止痛药。
绿绒蒿属,功用,本属为著名的观赏植物，有些种类入药。
尼泊尔绿绒蒿,功用,全草药用，清热止咳。
红花绿绒蒿,功用,花茎及果入药，有镇痛止咳、固涩、抗菌的功效，治遗精、白带...
五脉组绒蒿,功用,3.五脉组绒蒿（中国植物学杂志）欧摆完保（藏语），毛叶兔耳...
总状绿绒蒿,功用,16.总状绿绒蒿（云南植物志）刺参、条参、鸡脚参、红毛洋参...
萝藦,功用,全株可药用：果可治劳伤、虚弱、腰腿疼痛、缺奶、白带、咳嗽...
白兰,功用,花洁白清香、夏秋间开放，花期长，叶色浓绿，为著名的庭园观...
含笑花,功用,本种除供观赏外，花有水果甜香，花瓣可拌入茶叶制成花茶，亦...
深山含笑,功用,木材纹理直，结构细，易加工，供家具、板料、绘图版、细木工...
破布叶,功用,本种叶供药用，味酸，性平无毒，可清热毒，去食积。
小舌菊,功用,全株解毒，生肌，明目；可治疮疥。
大管,功用,根的内皮淡茶褐色，嚼之有粘胶质液，味苦。根、叶用作草药。...
姜味草,功用,全草含芳香油0.18%，油清香，用作酒类香精。全草又可入药，...
江南星蕨,功用,全草供药用，能清热解毒，利尿，祛风除湿，凉血止血，消肿止...
峨眉冠唇花,功用,四川峨眉民间用全草入药，煎水服用于清寒发表，或煎水外洗可...
滇南冠唇花,功用,全草富含芳香油，代广藿香用，治感冒风寒、喘咳气急、消化不...
少花冠唇花,功用,全草入药，当蕾香用。
滇桂崖豆藤,功用,本种全株有毒，民间以少量用作发汗药，称“大发汗”，过量时...
绿花崖豆藤,功用,根茎有毒，民间治跌打损伤。
泡花树,功用,木材红褐色，纹理略斜，结构细，质轻，为良材之一。叶可提单...
香皮树,功用,树皮及叶药用，有滑肠功效，治便秘。
蜜蜂花,功用,四川峨眉用全草入药，治血衄及痢疾。云南用全草代假苏，治蛇...
尖山橙,功用,全株供药用，民间称可活血、祛风、补肺、通乳和治风湿性心脏...
山橙,功用,果实可药用，有治疝气、腹痛、小儿疳积，消化不良、睾丸炎等...
防己科,功用,本科植物均含生物碱，是著名的药用植物群。此外有些种类如细...
薄荷,功用,幼嫩茎尖可作菜食，全草又可入药，治感冒发热喉痛，头痛，目...
山猪菜,功用,广西民间以根入药敷疮毒。
凉粉草,功用,植株晒干后可煎汁与米浆混和煮熟，冷却后即成黑色胶状物，质...
华萝藦,功用,全株供药用，有补肾强壮作用，可治肾亏遗精、乳汁不足、脱力...
木鳖子,功用,种子、根和叶入药，有消肿、解毒止痛之效。
圆萼刺参,功用,本种果实入药，主治关节疼痛、小便失禁及腰痛、眩晕等症。
海滨木巴戟,功用,果实可吃，树干通直，树冠幽雅，在东南亚常种于庭园。根、茎...
白蕊巴戟,功用,本变种的根具肉质皮层，其根肉的厚薄恐与分布区有关，湖南民...
鸡眼藤,功用,据载全株药用，有清热利湿、化痰止咳等药效。
